KAPACITA_CISLOKNIH;KAPACITA_LOKACE_SHORT;KAPACITA_PTR_TXDESK;KAPACITA_DESKRIPTOR;KAPACITA_OCH;KAPACITA_ROZLIS_VEK;KAPACITA_PLAN;KAPACITA_stav;KAPACITA_DATUM
54;PRO-NAUDO;0;;Z;0;265;305;14.04.2025 21:46
54;PRO-POE;0;;B2;0;445;518;14.04.2025 21:46
47;ZME-DETI;0;;R;2;5;5;14.04.2025 21:46
54;PRO-PRSK;2017762;MILENCI (piktogram);A1;0;140;144;14.04.2025 21:46
54;PRO-PRSK;2017756;MÁG (piktogram);A1;0;120;140;14.04.2025 21:46
54;PRO-PRSK;0;;A1;0;700;1015;14.04.2025 21:46
54;PRO-PRSK;0;ost.cizi;;0;25;13;14.04.2025 21:46
54;PRO-PRSK;0;;C;0;40;8;14.04.2025 21:46
54;PRO-PRSK;0;;D;0;55;31;14.04.2025 21:46
54;PRO-PRSK;0;;E;0;35;13;14.04.2025 21:46
54;PRO-PRSK;0;;G;0;80;71;14.04.2025 21:46
54;PRO-PRSK;0;;K;0;20;13;14.04.2025 21:46
54;PRO-PRSK;0;;L;0;25;28;14.04.2025 21:46
54;PRO-PRSK;0;;N;0;20;3;14.04.2025 21:46
8;SKO-BELDO;0;;J2;0;10;14;14.04.2025 21:45
54;PRO-PRSK;0;;P;0;35;9;14.04.2025 21:46
54;PRO-PRSK;0;;R;0;15;8;14.04.2025 21:46
54;PRO-PRSK;0;;S;0;30;88;14.04.2025 21:46
54;PRO-PRSK;0;;X;0;30;15;14.04.2025 21:46
58;OPA-BELDO;0;;J3;0;90;119;14.04.2025 21:46
58;OPA-BELDO;0;;J4;0;300;410;14.04.2025 21:46
58;OPA-BELDO;0;;J5;0;20;54;14.04.2025 21:46
58;OPA-BELDO;0;ost.cizi;;0;20;59;14.04.2025 21:46
58;OPA-KOMIKS;28081993;komiksy;;2;550;724;14.04.2025 21:46
58;OPA-LITDE;0;;A1;0;120;123;14.04.2025 21:46
58;OPA-LITDE;0;;A4;0;950;873;14.04.2025 21:46
58;OPA-LITDE;0;;A2;0;400;341;14.04.2025 21:46
58;OPA-LITDE;0;;A3;0;1020;1161;14.04.2025 21:46
47;ZME-DETI;0;;S;1;20;22;14.04.2025 21:46
58;OPA-LITDE;2017753;PRINCEZNA (piktogram);;1;300;159;14.04.2025 21:46
58;OPA-LITDE;2017753;PRINCEZNA (piktogram);;2;5;1;14.04.2025 21:46
58;OPA-LITDE;2017761;DÍVKA (piktogram);;1;200;193;14.04.2025 21:46
58;OPA-LITDE;2017761;DÍVKA (piktogram);;2;15;17;14.04.2025 21:46
58;OPA-LITDE;2017760;MÁG (piktogram);;1;150;252;14.04.2025 21:46
58;OPA-LITDE;2017760;MÁG (piktogram);;2;5;6;14.04.2025 21:46
58;OPA-LITDE;2017759;E.T. (piktogram);;1;50;56;14.04.2025 21:46
58;OPA-LITDE;2017759;E.T. (piktogram);;2;5;0;14.04.2025 21:46
58;OPA-LITDE;2000086;první ètení;;0;155;184;14.04.2025 21:46
58;OPA-LITDE;0;poezie deti;;1;210;378;14.04.2025 21:46
58;OPA-LITDE;0;;B2;2;5;8;14.04.2025 21:46
58;OPA-LITDE;0;ost.cizi;;1;175;193;14.04.2025 21:46
58;OPA-LITDE;0;;C;1;190;109;14.04.2025 21:46
58;OPA-LITDE;0;;C;2;15;11;14.04.2025 21:46
58;OPA-LITDE;0;;D;1;200;162;14.04.2025 21:46
58;OPA-LITDE;0;;D;2;25;27;14.04.2025 21:46
58;OPA-LITDE;0;;E;1;75;97;14.04.2025 21:46
58;OPA-LITDE;0;;E;2;5;10;14.04.2025 21:46
58;OPA-LITDE;0;ost.naucna;;1;30;35;14.04.2025 21:46
58;OPA-LITDE;0;ost.naucna;;2;5;4;14.04.2025 21:46
58;OPA-LITDE;0;;K;1;535;396;14.04.2025 21:46
58;OPA-LITDE;0;;K;2;20;21;14.04.2025 21:46
58;OPA-LITDE;0;;L;1;100;112;14.04.2025 21:46
58;OPA-LITDE;0;;L;2;10;8;14.04.2025 21:46
47;ZME-DETI;0;;S;2;5;3;14.04.2025 21:46
47;ZME-DETI;0;;T;1;20;24;14.04.2025 21:46
58;OPA-LITDE;0;;N;1;100;84;14.04.2025 21:46
58;OPA-LITDE;0;;N;2;30;15;14.04.2025 21:46
58;OPA-LITDE;0;;P;1;35;57;14.04.2025 21:46
58;OPA-LITDE;0;;P;2;5;1;14.04.2025 21:46
58;OPA-LITDE;0;;R;1;70;87;14.04.2025 21:46
58;OPA-LITDE;0;;R;2;10;10;14.04.2025 21:46
58;OPA-LITDE;0;;S;1;120;106;14.04.2025 21:46
58;OPA-LITDE;0;;S;2;20;26;14.04.2025 21:46
58;OPA-LITDE;0;;T;1;75;34;14.04.2025 21:46
58;OPA-LITDE;0;;T;2;5;1;14.04.2025 21:46
58;OPA-LITDE;0;;U;1;95;48;14.04.2025 21:46
58;OPA-LITDE;0;;U;2;5;0;14.04.2025 21:46
58;OPA-LITDE;0;;V;1;100;65;14.04.2025 21:46
58;OPA-LITDE;0;;V;2;15;22;14.04.2025 21:46
58;OPA-LITDE;0;;X;1;60;28;14.04.2025 21:46
58;OPA-LITDE;0;;X;2;100;4;14.04.2025 21:46
58;OPA-LITDE;0;;Y;1;140;115;14.04.2025 21:46
58;OPA-LITDE;0;;Y;2;50;59;14.04.2025 21:46
58;OPA-LITDE;0;;Z;1;145;19;14.04.2025 21:46
58;OPA-LITDE;0;;Z;2;10;9;14.04.2025 21:46
13;HLO-LITDE;2017761;DÍVKA (piktogram);;1;25;42;14.04.2025 21:45
13;HLO-LITDE;0;;B2;2;5;4;14.04.2025 21:45
58;OPA-LITLEP;2000088;leporela;;0;100;100;14.04.2025 21:46
66;CHM-KOMDE;28081993;komiksy;;2;25;9;14.04.2025 21:47
66;CHM-KOMDO;28081993;komiksy;;0;160;338;14.04.2025 21:47
66;CHM-LITDE;0;;A1;0;45;53;14.04.2025 21:47
66;CHM-LITDE;0;;A1;1;10;0;14.04.2025 21:47
66;CHM-LITDE;0;;A4;0;475;602;14.04.2025 21:47
66;CHM-LITDE;0;;A2;0;200;275;14.04.2025 21:47
47;ZME-DETI;0;;T;2;5;0;14.04.2025 21:46
47;ZME-DETI;0;;U;1;15;14;14.04.2025 21:46
66;CHM-LITDE;0;;A3;0;530;873;14.04.2025 21:47
58;OPA-NAUDO;0;;B1;0;180;266;14.04.2025 21:46
58;OPA-NAUDO;0;;C;0;450;644;14.04.2025 21:46
66;CHM-LITDE;2017753;PRINCEZNA (piktogram);;0;150;103;14.04.2025 21:47
66;CHM-LITDE;2017761;DÍVKA (piktogram);A1;1;15;5;14.04.2025 21:47
66;CHM-LITDE;2017761;DÍVKA (piktogram);A1;2;30;11;14.04.2025 21:47
66;CHM-LITDE;2000088;leporela;;0;100;44;14.04.2025 21:47
66;CHM-LITDE;2017760;MÁG (piktogram);;1;95;133;14.04.2025 21:47
66;CHM-LITDE;2017760;MÁG (piktogram);;2;10;2;14.04.2025 21:47
66;CHM-LITDE;2017759;E.T. (piktogram);;1;20;34;14.04.2025 21:47
66;CHM-LITDE;2017759;E.T. (piktogram);;2;5;0;14.04.2025 21:47
66;CHM-LITDE;0;poezie deti;;1;80;149;14.04.2025 21:47
66;CHM-LITDE;0;;B2;2;10;4;14.04.2025 21:47
66;CHM-LITDE;0;ost.cizi;;1;40;80;14.04.2025 21:47
66;CHM-LITDE;0;ost.cizi;;2;5;10;14.04.2025 21:47
66;CHM-LITDE;0;;C;1;50;44;14.04.2025 21:47
66;CHM-LITDE;0;;C;2;5;8;14.04.2025 21:47
13;HLO-LITDE;0;poezie deti;;1;65;98;14.04.2025 21:45
13;HLO-LITDE;0;;D;1;50;45;14.04.2025 21:45
66;CHM-LITDE;0;;D;1;85;87;14.04.2025 21:47
66;CHM-LITDE;0;;D;2;10;12;14.04.2025 21:47
66;CHM-LITDE;0;;E;1;50;55;14.04.2025 21:47
66;CHM-LITDE;0;;E;2;10;5;14.04.2025 21:47
66;CHM-LITDE;0;ost.naucna;G,O,W,X;1;20;14;14.04.2025 21:47
66;CHM-LITDE;0;;K;1;210;205;14.04.2025 21:47
66;CHM-LITDE;0;;K;2;30;22;14.04.2025 21:47
66;CHM-LITDE;0;;L;1;40;76;14.04.2025 21:47
58;OPA-NAUDO;0;;D;0;2150;2421;14.04.2025 21:46
47;ZME-DETI;0;;V;2;5;2;14.04.2025 21:46
47;ZME-DETI;0;;V;1;20;25;14.04.2025 21:46
58;OPA-NAUDO;0;;E;0;1025;1158;14.04.2025 21:46
58;OPA-NAUDO;0;;G;0;1565;2088;14.04.2025 21:46
58;OPA-NAUDO;0;;K;0;1475;1073;14.04.2025 21:46
66;CHM-LITDE;0;;L;2;5;2;14.04.2025 21:47
66;CHM-LITDE;0;;N;1;85;54;14.04.2025 21:47
66;CHM-LITDE;0;;N;2;15;26;14.04.2025 21:47
66;CHM-LITDE;0;;P;1;40;13;14.04.2025 21:47
66;CHM-LITDE;0;;P;2;5;0;14.04.2025 21:47
66;CHM-LITDE;0;;R;1;55;33;14.04.2025 21:47
66;CHM-LITDE;0;;R;2;5;8;14.04.2025 21:47
66;CHM-LITDE;0;;S;1;40;15;14.04.2025 21:47
66;CHM-LITDE;0;;S;2;10;4;14.04.2025 21:47
66;CHM-LITDE;0;;T;1;35;16;14.04.2025 21:47
66;CHM-LITDE;0;;T;2;5;1;14.04.2025 21:47
66;CHM-LITDE;0;;U;1;15;19;14.04.2025 21:47
66;CHM-LITDE;0;;U;2;5;1;14.04.2025 21:47
13;HLO-LITDE;0;;D;2;2;2;14.04.2025 21:45
66;CHM-LITDE;0;;V;1;40;30;14.04.2025 21:47
66;CHM-LITDE;0;;V;2;10;9;14.04.2025 21:47
66;CHM-LITDE;0;;Y;1;70;58;14.04.2025 21:47
66;CHM-LITDE;0;;Y;2;15;13;14.04.2025 21:47
66;CHM-LITDE;0;;Z;1;50;12;14.04.2025 21:47
66;CHM-LITDE;0;;Z;2;20;1;14.04.2025 21:47
66;CHM-NAUDO;0;;C;0;345;361;14.04.2025 21:47
66;CHM-NAUDO;0;;D;0;775;741;14.04.2025 21:47
66;CHM-NAUDO;0;;E;0;350;363;14.04.2025 21:47
66;CHM-NAUDO;0;;G;0;510;739;14.04.2025 21:47
47;ZME-DETI;0;;X;2;2;0;14.04.2025 21:46
66;CHM-NAUDO;0;;K;0;250;299;14.04.2025 21:47
58;OPA-NAUDO;0;;L;0;1780;2134;14.04.2025 21:46
58;OPA-NAUDO;0;;N;0;425;705;14.04.2025 21:46
58;OPA-NAUDO;0;;O;0;190;302;14.04.2025 21:46
58;OPA-NAUDO;0;;P;0;795;999;14.04.2025 21:46
66;CHM-NAUDO;0;;L;0;490;775;14.04.2025 21:47
27;MOD-NAUDE;0;;P;1;80;34;14.04.2025 21:45
66;CHM-NAUDO;0;;N;0;235;276;14.04.2025 21:47
66;CHM-NAUDO;0;;O;0;85;73;14.04.2025 21:47
66;CHM-NAUDO;0;;P;0;310;387;14.04.2025 21:47
58;OPA-NAUDO;0;;R;0;540;385;14.04.2025 21:46
58;OPA-NAUDO;0;;S4;0;220;124;14.04.2025 21:46
58;OPA-NAUDO;0;;S6;0;170;132;14.04.2025 21:46
66;CHM-NAUDO;0;;R;0;100;109;14.04.2025 21:47
66;CHM-NAUDO;0;;S;0;370;336;14.04.2025 21:47
66;CHM-NAUDO;0;;T;0;95;73;14.04.2025 21:47
66;CHM-NAUDO;0;;V;0;75;75;14.04.2025 21:47
66;CHM-NAUDO;0;;W;0;150;157;14.04.2025 21:47
66;CHM-NAUDO;0;;X;0;120;166;14.04.2025 21:47
66;CHM-NAUDO;0;;Y;0;135;180;14.04.2025 21:47
66;CHM-NAUDO;0;;Z;0;165;251;14.04.2025 21:47
81;LUZ-CIZJAZ;0;ost.cizi;;0;5;23;14.04.2025 21:47
81;LUZ-DEBEL;0;;A1;2;30;36;14.04.2025 21:47
81;LUZ-DEBEL;0;;A1;1;70;71;14.04.2025 21:47
81;LUZ-DEBEL;0;;A4;0;740;834;14.04.2025 21:47
81;LUZ-DEBEL;0;;A2;0;500;554;14.04.2025 21:47
81;LUZ-DEBEL;0;;A3;0;1250;1669;14.04.2025 21:47
47;ZME-DETI;0;;X;1;3;2;14.04.2025 21:46
81;LUZ-DEBEL;2017753;PRINCEZNA (piktogram);;0;300;265;14.04.2025 21:47
81;LUZ-DEBEL;2017761;DÍVKA (piktogram);;1;100;166;14.04.2025 21:47
58;OPA-NAUDO;0;;T;0;640;496;14.04.2025 21:46
58;OPA-NAUDO;0;;U;0;50;25;14.04.2025 21:46
58;OPA-NAUDO;0;;V;0;330;395;14.04.2025 21:46
58;OPA-NAUDO;0;;W;0;605;581;14.04.2025 21:46
81;LUZ-DEBEL;2017761;DÍVKA (piktogram);;2;5;8;14.04.2025 21:47
81;LUZ-DEBEL;0;poezie deti;;1;360;385;14.04.2025 21:47
81;LUZ-DEBEL;0;;B2;2;10;8;14.04.2025 21:47
81;LUZ-DEBEL;0;;J1;1;15;18;14.04.2025 21:47
81;LUZ-DEBEL;0;;J2;1;5;4;14.04.2025 21:47
58;OPA-NAUDO;0;;X;0;820;933;14.04.2025 21:46
81;LUZ-DEBEL;0;;J3;1;30;34;14.04.2025 21:47
81;LUZ-DEBEL;0;;J4;1;105;100;14.04.2025 21:47
81;LUZ-DEBEL;0;;J5;1;1;4;14.04.2025 21:47
81;LUZ-DEBEL;0;;J1;2;1;0;14.04.2025 21:47
81;LUZ-DEBEL;0;;J2;2;1;0;14.04.2025 21:47
81;LUZ-DEBEL;0;;J3;2;5;4;14.04.2025 21:47
81;LUZ-DEBEL;0;;J4;2;5;9;14.04.2025 21:47
81;LUZ-DEBEL;0;;J5;2;1;0;14.04.2025 21:47
81;LUZ-DEBEL;0;ost.cizi;;0;6;13;14.04.2025 21:47
81;LUZ-DELEP;2000088;leporela;;0;100;148;14.04.2025 21:47
81;LUZ-DENA;0;;C;1;180;164;14.04.2025 21:47
81;LUZ-DENA;0;;C;2;30;41;14.04.2025 21:47
47;ZME-DETI;0;;Y;2;5;3;14.04.2025 21:46
81;LUZ-DENA;0;;D;1;200;197;14.04.2025 21:47
81;LUZ-DENA;0;;D;2;25;23;14.04.2025 21:47
81;LUZ-DENA;0;;E;1;70;83;14.04.2025 21:47
81;LUZ-DENA;0;;E;2;10;17;14.04.2025 21:47
58;OPA-NAUDO;0;;Y;0;605;517;14.04.2025 21:46
58;OPA-NAUDO;0;;Z;0;725;518;14.04.2025 21:46
61;MAL-LITML;2017760;MÁG (piktogram);A4;0;30;0;14.04.2025 21:46
61;MAL-LITML;2017761;DÍVKA (piktogram);;1;30;6;14.04.2025 21:46
61;MAL-LITML;2017761;DÍVKA (piktogram);;2;5;0;14.04.2025 21:46
81;LUZ-DENA;0;;K;1;430;558;14.04.2025 21:47
81;LUZ-DENA;0;;K;2;50;48;14.04.2025 21:47
81;LUZ-DENA;0;;L;1;100;125;14.04.2025 21:47
81;LUZ-DENA;0;;L;2;15;15;14.04.2025 21:47
81;LUZ-DENA;0;;N;1;110;111;14.04.2025 21:47
81;LUZ-DENA;0;;N;2;20;23;14.04.2025 21:47
81;LUZ-DENA;0;;P;1;65;54;14.04.2025 21:47
13;HLO-LITDE;0;;E;1;20;15;14.04.2025 21:45
81;LUZ-DENA;0;;P;2;10;5;14.04.2025 21:47
81;LUZ-DENA;0;;R;1;100;93;14.04.2025 21:47
61;MAL-LITML;0;;D;1;60;61;14.04.2025 21:46
61;MAL-LITML;0;;D;2;2;9;14.04.2025 21:46
81;LUZ-DENA;0;;R;2;20;13;14.04.2025 21:47
81;LUZ-DENA;0;;S;1;60;74;14.04.2025 21:47
81;LUZ-DENA;0;;S;2;20;10;14.04.2025 21:47
81;LUZ-DENA;0;;T;1;75;86;14.04.2025 21:47
81;LUZ-DENA;0;;T;2;5;3;14.04.2025 21:47
81;LUZ-DENA;0;;U;1;45;63;14.04.2025 21:47
81;LUZ-DENA;0;;U;2;5;1;14.04.2025 21:47
47;ZME-DETI;0;;Y;1;40;34;14.04.2025 21:46
51;DIT-LITDE;0;;X;2;5;7;14.04.2025 21:46
81;LUZ-DENA;0;;V;1;70;78;14.04.2025 21:47
81;LUZ-DENA;0;;V;2;10;25;14.04.2025 21:47
81;LUZ-DENA;0;;X;1;40;14;14.04.2025 21:47
81;LUZ-DENA;0;;X;2;5;5;14.04.2025 21:47
81;LUZ-DENA;0;;Y;1;120;140;14.04.2025 21:47
81;LUZ-DENA;0;;Y;2;30;58;14.04.2025 21:47
61;MAL-LITML;0;;E;1;20;5;14.04.2025 21:46
61;MAL-LITML;0;;E;2;1;8;14.04.2025 21:46
61;MAL-LITML;0;ost.naucna;;1;10;8;14.04.2025 21:46
61;MAL-LITML;0;ost.naucna;;2;1;0;14.04.2025 21:46
61;MAL-LITML;0;;K;1;80;72;14.04.2025 21:46
61;MAL-LITML;0;;K;2;2;17;14.04.2025 21:46
81;LUZ-DENA;0;;Z;1;60;65;14.04.2025 21:47
81;LUZ-DENA;0;;Z;2;20;9;14.04.2025 21:47
13;HLO-LITDE;0;;E;2;1;1;14.04.2025 21:45
13;HLO-LITDE;0;ost.naucna;;1;20;42;14.04.2025 21:45
81;LUZ-DENA;0;ost.naucna;;1;30;43;14.04.2025 21:47
81;LUZ-DENA;0;ost.naucna;;2;5;12;14.04.2025 21:47
81;LUZ-NAUDO;0;;C;0;565;795;14.04.2025 21:47
81;LUZ-NAUDO;0;;D;0;1270;1645;14.04.2025 21:47
81;LUZ-NAUDO;0;;E;0;670;722;14.04.2025 21:47
81;LUZ-NAUDO;0;;G;0;945;1092;14.04.2025 21:47
81;LUZ-NAUDO;0;;K;0;465;523;14.04.2025 21:47
81;LUZ-NAUDO;0;;L;0;1145;1658;14.04.2025 21:47
81;LUZ-NAUDO;0;;N;0;360;555;14.04.2025 21:47
81;LUZ-NAUDO;0;;O;0;160;209;14.04.2025 21:47
81;LUZ-NAUDO;0;;P;0;670;684;14.04.2025 21:47
81;LUZ-NAUDO;0;;R;0;245;246;14.04.2025 21:47
81;LUZ-NAUDO;0;;S;0;560;477;14.04.2025 21:47
81;LUZ-NAUDO;0;;T;0;180;152;14.04.2025 21:47
81;LUZ-NAUDO;0;;V;0;280;212;14.04.2025 21:47
81;LUZ-NAUDO;0;;W;0;255;384;14.04.2025 21:47
81;LUZ-NAUDO;0;;X;0;120;158;14.04.2025 21:47
81;LUZ-NAUDO;0;;Y;0;340;438;14.04.2025 21:47
81;LUZ-NAUDO;0;;Z;0;410;450;14.04.2025 21:47
84;STO-BELDE;0;;A1;1;50;47;14.04.2025 21:47
84;STO-BELDE;0;;A1;2;20;9;14.04.2025 21:47
84;STO-BELDE;0;;A4;0;515;315;14.04.2025 21:47
84;STO-BELDE;0;;A2;0;250;257;14.04.2025 21:47
61;MAL-LITML;0;;L;1;15;13;14.04.2025 21:46
61;MAL-LITML;0;;L;2;1;3;14.04.2025 21:46
61;MAL-LITML;0;;N;1;20;5;14.04.2025 21:46
61;MAL-LITML;0;;N;2;1;2;14.04.2025 21:46
61;MAL-LITML;0;;P;1;15;7;14.04.2025 21:46
13;HLO-LITDE;0;;K;1;70;49;14.04.2025 21:45
13;HLO-LITDE;0;;K;2;5;1;14.04.2025 21:45
84;STO-BELDE;0;;A3;0;970;817;14.04.2025 21:47
84;STO-BELDE;2017753;PRINCEZNA (piktogram);;0;110;95;14.04.2025 21:47
84;STO-BELDE;2017761;DÍVKA (piktogram);;1;90;83;14.04.2025 21:47
84;STO-BELDE;2017761;DÍVKA (piktogram);;2;10;19;14.04.2025 21:47
84;STO-BELDE;2017759;E.T. (piktogram);;1;19;23;14.04.2025 21:47
84;STO-BELDE;2017759;E.T. (piktogram);;2;1;0;14.04.2025 21:47
84;STO-BELDE;2017760;MÁG (piktogram);;1;104;112;14.04.2025 21:47
84;STO-BELDE;2017760;MÁG (piktogram);;2;1;0;14.04.2025 21:47
84;STO-BELDE;0;poezie deti;;1;175;149;14.04.2025 21:47
84;STO-BELDE;0;;B2;2;5;2;14.04.2025 21:47
47;ZME-DETI;0;;Z;2;5;5;14.04.2025 21:46
84;STO-BELDE;0;;J1;1;2;8;14.04.2025 21:47
84;STO-BELDE;0;;J2;1;2;2;14.04.2025 21:47
84;STO-BELDE;0;;J3;1;5;6;14.04.2025 21:47
84;STO-BELDE;0;;J4;1;30;39;14.04.2025 21:47
84;STO-BELDE;0;ost.cizi;;1;1;5;14.04.2025 21:47
84;STO-BELDE;0;;J1;2;1;0;14.04.2025 21:47
84;STO-BELDE;0;;J2;2;1;0;14.04.2025 21:47
84;STO-BELDE;0;;J3;2;1;2;14.04.2025 21:47
84;STO-BELDE;0;;J4;2;1;3;14.04.2025 21:47
84;STO-BELDE;0;ost.cizi;;2;1;0;14.04.2025 21:47
84;STO-BELDO;0;;A1;0;2445;3314;14.04.2025 21:47
84;STO-BELDO;2017756;PISTOLE (piktogram);A1;0;530;636;14.04.2025 21:47
13;HLO-LITDE;0;;L;1;25;9;14.04.2025 21:45
84;STO-BELDO;0;;B1;0;25;40;14.04.2025 21:47
84;STO-BELDO;0;;B2;0;170;149;14.04.2025 21:47
84;STO-BELDO;2017759;E.T. (piktogram);A1;0;120;147;14.04.2025 21:47
84;STO-BELDO;2017760;MÁG (piktogram);A1;0;220;254;14.04.2025 21:47
84;STO-BELDO;0;;J1;0;5;4;14.04.2025 21:47
84;STO-BELDO;0;;J2;0;5;16;14.04.2025 21:47
84;STO-BELDO;0;;J3;0;5;20;14.04.2025 21:47
84;STO-BELDO;0;;J4;0;100;115;14.04.2025 21:47
84;STO-BELDO;0;ost.cizi;;0;10;8;14.04.2025 21:47
84;STO-KOMDE;28081993;komiksy;;1;120;111;14.04.2025 21:47
84;STO-KOMDO;28081993;komiksy;;2;150;298;14.04.2025 21:47
84;STO-NAUDE;0;;C;1;80;81;14.04.2025 21:47
84;STO-NAUDE;0;;C;2;20;32;14.04.2025 21:47
84;STO-NAUDE;0;;D;1;125;99;14.04.2025 21:47
47;ZME-DETI;0;;Z;1;40;14;14.04.2025 21:46
84;STO-NAUDE;0;;D;2;20;12;14.04.2025 21:47
84;STO-NAUDE;0;;E;1;30;35;14.04.2025 21:47
84;STO-NAUDE;0;;E;2;10;4;14.04.2025 21:47
61;MAL-LITML;0;;P;2;1;3;14.04.2025 21:46
84;STO-NAUDE;0;;K;1;210;214;14.04.2025 21:47
84;STO-NAUDE;0;;K;2;20;31;14.04.2025 21:47
84;STO-NAUDE;0;;L;1;35;50;14.04.2025 21:47
84;STO-NAUDE;0;;L;2;5;4;14.04.2025 21:47
84;STO-NAUDE;0;;N;1;30;41;14.04.2025 21:47
84;STO-NAUDE;0;;N;2;10;23;14.04.2025 21:47
84;STO-NAUDE;0;;P;1;35;37;14.04.2025 21:47
84;STO-NAUDE;0;;P;2;5;3;14.04.2025 21:47
84;STO-NAUDE;0;;R;1;30;26;14.04.2025 21:47
84;STO-NAUDE;0;;R;2;10;11;14.04.2025 21:47
84;STO-NAUDE;0;;S;1;30;23;14.04.2025 21:47
84;STO-NAUDE;0;;S;2;10;14;14.04.2025 21:47
84;STO-NAUDE;0;;T;1;35;31;14.04.2025 21:47
84;STO-NAUDE;0;;T;2;5;0;14.04.2025 21:47
84;STO-NAUDE;0;;U;1;9;8;14.04.2025 21:47
84;STO-NAUDE;0;;U;2;1;1;14.04.2025 21:47
84;STO-NAUDE;0;;V;1;45;29;14.04.2025 21:47
84;STO-NAUDE;0;;V;2;15;11;14.04.2025 21:47
84;STO-NAUDE;0;;X;1;15;11;14.04.2025 21:47
84;STO-NAUDE;0;;X;2;5;2;14.04.2025 21:47
84;STO-NAUDE;0;;Y;1;60;41;14.04.2025 21:47
84;STO-NAUDE;0;;Y;2;10;5;14.04.2025 21:47
84;STO-NAUDE;0;;Z;1;30;34;14.04.2025 21:47
51;DIT-LITDE;0;;Y;1;20;20;14.04.2025 21:46
27;MOD-NAUDE;0;;R;1;50;34;14.04.2025 21:45
27;MOD-NAUDE;0;;S;1;50;14;14.04.2025 21:45
51;DIT-LITDE;0;;Y;2;5;15;14.04.2025 21:46
84;STO-NAUDE;0;;Z;2;10;11;14.04.2025 21:47
84;STO-NAUDE;0;ost.naucna;;1;8;10;14.04.2025 21:47
84;STO-NAUDE;0;ost.naucna;;2;2;3;14.04.2025 21:47
84;STO-NAUDO;0;;C;0;220;227;14.04.2025 21:47
84;STO-NAUDO;0;;D;0;210;274;14.04.2025 21:47
84;STO-NAUDO;0;;E;0;145;221;14.04.2025 21:47
84;STO-NAUDO;0;;G;0;220;386;14.04.2025 21:47
84;STO-NAUDO;0;;K;0;120;159;14.04.2025 21:47
61;MAL-LITML;0;;R;1;20;2;14.04.2025 21:46
13;HLO-LITDE;0;;L;2;3;3;14.04.2025 21:45
13;HLO-LITDE;0;;N;1;20;16;14.04.2025 21:45
84;STO-NAUDO;0;;L;0;235;373;14.04.2025 21:47
84;STO-NAUDO;0;;N;0;105;160;14.04.2025 21:47
84;STO-NAUDO;0;;O;0;30;24;14.04.2025 21:47
84;STO-NAUDO;0;;P;0;195;231;14.04.2025 21:47
84;STO-NAUDO;0;;R;0;45;73;14.04.2025 21:47
84;STO-NAUDO;0;;S;0;110;156;14.04.2025 21:47
84;STO-NAUDO;0;;T;0;50;76;14.04.2025 21:47
84;STO-NAUDO;0;;V;0;15;24;14.04.2025 21:47
84;STO-NAUDO;0;;W;0;40;50;14.04.2025 21:47
84;STO-NAUDO;0;;X;0;45;65;14.04.2025 21:47
84;STO-NAUDO;0;;Y;0;50;65;14.04.2025 21:47
84;STO-NAUDO;0;;Z;0;80;152;14.04.2025 21:47
87;RAJ-LITDO;0;;A1;0;1200;1821;14.04.2025 21:47
87;RAJ-LITDO;2017762;MILENCI (piktogram);A1;0;320;449;14.04.2025 21:47
87;RAJ-LITDO;2017756;PISTOLE (piktogram);A1;0;360;482;14.04.2025 21:47
27;MOD-NAUDE;0;;T;1;100;51;14.04.2025 21:45
87;RAJ-LITDO;2017760;MÁG (piktogram);A1;0;155;179;14.04.2025 21:47
87;RAJ-LITDO;2017759;E.T. (piktogram);A1;0;70;113;14.04.2025 21:47
87;RAJ-LITDO;0;;J1-J14;0;115;0;14.04.2025 21:47
87;RAJ-LITDO;0;;B1;2;20;28;14.04.2025 21:47
87;RAJ-LITDO;0;;B2;2;70;64;14.04.2025 21:47
87;RAJ-LITDO;0;;C;0;110;172;14.04.2025 21:47
87;RAJ-LITDO;0;;D;0;210;306;14.04.2025 21:47
87;RAJ-LITDO;0;;E;0;120;161;14.04.2025 21:47
87;RAJ-LITDO;0;;G;0;220;316;14.04.2025 21:47
61;MAL-LITML;0;;R;2;1;3;14.04.2025 21:46
61;MAL-LITML;0;;S;1;10;8;14.04.2025 21:46
87;RAJ-LITDO;0;;K;0;80;126;14.04.2025 21:47
89;JIR-LITDE;0;;A1;0;140;131;14.04.2025 21:47
89;JIR-LITDE;0;;A4;0;555;544;14.04.2025 21:47
89;JIR-LITDE;0;;A2;0;315;281;14.04.2025 21:47
89;JIR-LITDE;0;;A3;0;645;799;14.04.2025 21:47
89;JIR-LITDE;2017761;DÍVKA (piktogram);;1;130;142;14.04.2025 21:47
89;JIR-LITDE;2017761;DÍVKA (piktogram);;2;50;71;14.04.2025 21:47
89;JIR-LITDE;2017760;MÁG (piktogram);;1;120;162;14.04.2025 21:47
89;JIR-LITDE;2017760;MÁG (piktogram);;2;50;59;14.04.2025 21:47
89;JIR-LITDE;2017759;E.T. (piktogram);;1;30;42;14.04.2025 21:47
89;JIR-LITDE;2017759;E.T. (piktogram);;2;10;6;14.04.2025 21:47
89;JIR-LITDE;2017753;PRINCEZNA (piktogram);;1;120;101;14.04.2025 21:47
