KAPACITA_CISLOKNIH;KAPACITA_LOKACE_SHORT;KAPACITA_PTR_TXDESK;KAPACITA_DESKRIPTOR;KAPACITA_OCH;KAPACITA_ROZLIS_VEK;KAPACITA_PLAN;KAPACITA_stav;KAPACITA_DATUM
18;KOR-NAUDO;0;;X;0;270;413;14.04.2025 21:45
18;KOR-NAUDO;0;;Y;0;200;195;14.04.2025 21:45
18;KOR-NAUDO;0;;Z;0;330;270;14.04.2025 21:45
21;HOS-BELDO;0;;A1;0;1540;2013;14.04.2025 21:45
21;HOS-BELDO;2017756;PISTOLE (piktogram);A1;0;290;418;14.04.2025 21:45
47;ZME-KOMDO;28081993;komiksy;;2;150;242;14.04.2025 21:46
21;HOS-BELDO;2017758;LEBKA (piktogram);A1;0;270;385;14.04.2025 21:45
21;HOS-BELDO;2017762;MILENCI (piktogram);A1;0;330;444;14.04.2025 21:45
21;HOS-BELDO;0;;B1;0;25;11;14.04.2025 21:45
30;CI3-LITDO;0;;R;2;5;10;14.04.2025 21:45
21;HOS-BELDO;0;;B2;0;170;83;14.04.2025 21:45
21;HOS-BELDO;2017759;E.T. (piktogram);A1;0;80;136;14.04.2025 21:45
21;HOS-BELDO;2017760;MÁG (piktogram);A1;0;90;234;14.04.2025 21:45
21;HOS-BELDO;0;;J1;0;5;5;14.04.2025 21:45
21;HOS-BELDO;0;;J2;0;5;11;14.04.2025 21:45
21;HOS-BELDO;0;;J3;0;10;14;14.04.2025 21:45
21;HOS-BELDO;0;;J4;0;40;93;14.04.2025 21:45
13;HLO-LITDO;0;;T;0;15;34;14.04.2025 21:45
13;HLO-LITDO;0;;V;0;15;6;14.04.2025 21:45
27;MOD-NAU;0;;D;2;700;742;14.04.2025 21:45
21;HOS-BELDO;0;ost.cizi;;0;10;8;14.04.2025 21:45
21;HOS-KOMDE;28081993;komiksy;;1;115;114;14.04.2025 21:45
21;HOS-KOMDE;28081993;komiksy;;2;5;11;14.04.2025 21:45
21;HOS-KOMDO;28081993;komiksy;;0;110;188;14.04.2025 21:45
21;HOS-LITDE;0;;A1;1;30;20;14.04.2025 21:45
21;HOS-LITDE;0;;A4;0;470;490;14.04.2025 21:45
21;HOS-LITDE;0;;A2;0;280;142;14.04.2025 21:45
21;HOS-LITDE;0;;A3;0;600;568;14.04.2025 21:45
21;HOS-LITDE;2017753;PRINCEZNA (piktogram);;1;40;37;14.04.2025 21:45
21;HOS-LITDE;2017753;PRINCEZNA (piktogram);;2;1;0;14.04.2025 21:45
21;HOS-LITDE;2000088;leporela;;0;150;82;14.04.2025 21:45
21;HOS-LITDE;0;poezie deti;;1;90;94;14.04.2025 21:45
47;ZME-BELDE;0;;A2;0;410;342;14.04.2025 21:46
21;HOS-LITDE;0;;B2;2;1;1;14.04.2025 21:45
21;HOS-LITDE;0;ost.cizi;;1;40;70;14.04.2025 21:45
21;HOS-LITDE;0;ost.cizi;;2;1;6;14.04.2025 21:45
21;HOS-LITDE;0;;C;1;50;47;14.04.2025 21:45
21;HOS-LITDE;0;;C;2;1;10;14.04.2025 21:45
21;HOS-LITDE;0;;D;1;90;125;14.04.2025 21:45
21;HOS-LITDE;0;;D;2;5;16;14.04.2025 21:45
21;HOS-LITDE;0;;E;1;20;28;14.04.2025 21:45
21;HOS-LITDE;0;;E;2;5;5;14.04.2025 21:45
21;HOS-LITDE;0;;K;1;120;191;14.04.2025 21:45
21;HOS-LITDE;0;;K;2;10;15;14.04.2025 21:45
21;HOS-LITDE;0;;L;1;20;41;14.04.2025 21:45
21;HOS-LITDE;0;;L;2;1;0;14.04.2025 21:45
65;ZAH-NAUDO;0;;O;2;55;61;14.04.2025 21:46
21;HOS-LITDE;0;;N;1;60;53;14.04.2025 21:45
21;HOS-LITDE;0;;N;2;5;18;14.04.2025 21:45
21;HOS-LITDE;0;;P;1;20;27;14.04.2025 21:45
21;HOS-LITDE;0;;P;2;1;1;14.04.2025 21:45
21;HOS-LITDE;0;;R;1;20;31;14.04.2025 21:45
21;HOS-LITDE;0;;R;2;1;4;14.04.2025 21:45
21;HOS-LITDE;0;;S;1;20;26;14.04.2025 21:45
21;HOS-LITDE;0;;S;2;1;5;14.04.2025 21:45
21;HOS-LITDE;0;;T;1;20;33;14.04.2025 21:45
21;HOS-LITDE;0;;T;2;1;2;14.04.2025 21:45
21;HOS-LITDE;0;;U;1;15;30;14.04.2025 21:45
21;HOS-LITDE;0;;V;1;20;13;14.04.2025 21:45
47;ZME-BELDE;0;;A3;0;550;740;14.04.2025 21:46
51;DIT-LITDE;0;;T;1;60;22;14.04.2025 21:46
21;HOS-LITDE;0;;V;2;5;6;14.04.2025 21:45
21;HOS-LITDE;0;;X;1;40;5;14.04.2025 21:45
21;HOS-LITDE;0;;Y;1;35;58;14.04.2025 21:45
30;CI3-LITDO;0;;S;2;10;12;14.04.2025 21:45
65;ZAH-NAUDO;0;;P;2;200;182;14.04.2025 21:46
65;ZAH-NAUDO;0;;R;2;80;126;14.04.2025 21:46
65;ZAH-NAUDO;0;;S;2;330;190;14.04.2025 21:46
21;HOS-LITDE;0;;Y;2;5;27;14.04.2025 21:45
21;HOS-LITDE;0;;Z;1;10;22;14.04.2025 21:45
21;HOS-LITDE;0;ost.naucna;;1;10;10;14.04.2025 21:45
21;HOS-NAUDO;0;;C;2;190;229;14.04.2025 21:45
13;HLO-LITDO;0;;W;0;45;56;14.04.2025 21:45
21;HOS-NAUDO;0;;C;1;1;5;14.04.2025 21:45
21;HOS-NAUDO;0;;D;2;440;488;14.04.2025 21:45
21;HOS-NAUDO;0;;D;1;10;10;14.04.2025 21:45
21;HOS-NAUDO;0;;E;2;270;269;14.04.2025 21:45
21;HOS-NAUDO;0;;E;1;1;3;14.04.2025 21:45
21;HOS-NAUDO;0;;G;2;200;312;14.04.2025 21:45
21;HOS-NAUDO;0;;G;1;1;2;14.04.2025 21:45
27;MOD-NAU;0;;E;2;550;415;14.04.2025 21:45
21;HOS-NAUDO;0;;K;2;190;196;14.04.2025 21:45
21;HOS-NAUDO;0;;K;1;30;20;14.04.2025 21:45
21;HOS-NAUDO;0;;L;2;290;392;14.04.2025 21:45
21;HOS-NAUDO;0;;L;1;1;2;14.04.2025 21:45
21;HOS-NAUDO;0;;N;2;130;119;14.04.2025 21:45
21;HOS-NAUDO;0;;N;1;1;2;14.04.2025 21:45
21;HOS-NAUDO;0;;O;2;30;47;14.04.2025 21:45
21;HOS-NAUDO;0;;O;1;1;0;14.04.2025 21:45
21;HOS-NAUDO;0;;P;2;130;210;14.04.2025 21:45
47;ZME-BELDE;2000088;leporela;;0;100;11;14.04.2025 21:46
47;ZME-BELDE;0;poezie deti;;1;90;124;14.04.2025 21:46
21;HOS-NAUDO;0;;P;1;1;1;14.04.2025 21:45
21;HOS-NAUDO;0;;R;2;90;54;14.04.2025 21:45
21;HOS-NAUDO;0;;R;1;5;4;14.04.2025 21:45
21;HOS-NAUDO;0;;S;2;200;148;14.04.2025 21:45
21;HOS-NAUDO;0;;S;1;1;2;14.04.2025 21:45
18;KOR-YA;2017761;DÍVKA (piktogram);A1;0;150;235;14.04.2025 21:45
18;KOR-YA;2017760;MÁG (piktogram);A1;0;50;81;14.04.2025 21:45
18;KOR-YA;2017758;LEBKA (piktogram);A1;0;60;9;14.04.2025 21:45
21;HOS-NAUDO;0;;T;2;70;42;14.04.2025 21:45
21;HOS-NAUDO;0;;T;1;1;1;14.04.2025 21:45
21;HOS-NAUDO;0;;U;2;10;0;14.04.2025 21:45
21;HOS-NAUDO;0;;U;1;1;0;14.04.2025 21:45
21;HOS-NAUDO;0;;V;2;60;45;14.04.2025 21:45
21;HOS-NAUDO;0;;V;1;1;3;14.04.2025 21:45
21;HOS-NAUDO;0;;W;2;100;98;14.04.2025 21:45
21;HOS-NAUDO;0;;X;2;110;115;14.04.2025 21:45
21;HOS-NAUDO;0;;X;1;1;3;14.04.2025 21:45
21;HOS-NAUDO;0;;Y;2;140;135;14.04.2025 21:45
27;MOD-NAU;0;;G;2;320;519;14.04.2025 21:45
27;MOD-NAU;0;;K;2;460;378;14.04.2025 21:45
21;HOS-NAUDO;0;;Y;1;5;7;14.04.2025 21:45
21;HOS-NAUDO;0;;Z;2;120;168;14.04.2025 21:45
27;MOD-NAU;0;;L;2;370;671;14.04.2025 21:45
21;HOS-NAUDO;0;;Z;1;5;14;14.04.2025 21:45
27;MOD-NAU;0;;N;2;170;241;14.04.2025 21:45
13;HLO-LITDO;0;;X;0;20;40;14.04.2025 21:45
51;DIT-LITDE;0;;T;2;5;8;14.04.2025 21:46
30;CI3-LITDO;0;;T;2;5;3;14.04.2025 21:45
13;HLO-LITDO;0;;Y;0;30;55;14.04.2025 21:45
27;MOD-NAU;0;;O;2;45;73;14.04.2025 21:45
25;VIK-BELDO;0;;B1;0;65;60;14.04.2025 21:45
25;VIK-BELDO;0;;B2;0;220;246;14.04.2025 21:45
25;VIK-BELDO;0;;J1;0;10;5;14.04.2025 21:45
25;VIK-BELDO;0;;J2;0;10;20;14.04.2025 21:45
25;VIK-BELDO;0;;J3;0;20;32;14.04.2025 21:45
25;VIK-BELDO;0;;J4;0;100;130;14.04.2025 21:45
27;MOD-NAU;0;;P;2;290;304;14.04.2025 21:45
25;VIK-BELDO;0;;J5;0;10;17;14.04.2025 21:45
27;MOD-NAU;0;;R;2;90;87;14.04.2025 21:45
25;VIK-BELDO;0;ost.cizi;;0;5;4;14.04.2025 21:45
54;PRO-BELDO;2017760;MÁG (piktogram);A1;0;295;327;14.04.2025 21:46
25;VIK-KOMDE;28081993;komiksy;;1;100;60;14.04.2025 21:45
27;MOD-NAU;0;;S;2;480;343;14.04.2025 21:45
54;PRO-BELDO;0;;J1;0;15;12;14.04.2025 21:46
54;PRO-BELDO;0;;J2;0;15;16;14.04.2025 21:46
30;CI3-LITDO;0;;V;2;5;2;14.04.2025 21:45
25;VIK-KOMDE;28081993;komiksy;;2;5;20;14.04.2025 21:45
65;ZAH-NAUDO;0;;T;2;30;52;14.04.2025 21:46
25;VIK-KOMDO;28081993;komiksy;;0;125;207;14.04.2025 21:45
25;VIK-LITDE;0;;A1;0;100;135;14.04.2025 21:45
25;VIK-LITDE;0;;A4;0;960;480;14.04.2025 21:45
25;VIK-LITDE;0;;A2;0;190;263;14.04.2025 21:45
25;VIK-LITDE;0;;A3;0;520;730;14.04.2025 21:45
25;VIK-LITDE;2017753;PRINCEZNA (piktogram);;1;50;118;14.04.2025 21:45
25;VIK-LITDE;2017753;PRINCEZNA (piktogram);;2;5;0;14.04.2025 21:45
27;MOD-BELDE;0;;J;1;125;0;14.04.2025 21:45
25;VIK-LITDE;2017761;DÍVKA (piktogram);;1;130;121;14.04.2025 21:45
25;VIK-LITDE;2017761;DÍVKA (piktogram);;2;15;27;14.04.2025 21:45
25;VIK-LITDE;2017760;MÁG (piktogram);;1;100;126;14.04.2025 21:45
25;VIK-LITDE;2017760;MÁG (piktogram);;2;30;32;14.04.2025 21:45
25;VIK-LITDE;2000088;leporela;;0;120;131;14.04.2025 21:45
25;VIK-LITDE;0;poezie deti;;1;65;170;14.04.2025 21:45
25;VIK-LITDE;0;;B2;2;5;6;14.04.2025 21:45
65;ZAH-NAUDO;0;;V;2;70;22;14.04.2025 21:46
65;ZAH-NAUDO;0;;W;2;55;70;14.04.2025 21:46
65;ZAH-NAUDO;0;;X;2;140;128;14.04.2025 21:46
65;ZAH-POEDIV;0;;B1;0;20;32;14.04.2025 21:46
65;ZAH-POEDIV;0;;B2;0;175;271;14.04.2025 21:46
65;ZAH-SCIFI;2017759;E.T. (piktogram);A1;2;115;20;14.04.2025 21:46
65;ZAH-SCIFI;2017759;E.T. (piktogram);A1;1;20;0;14.04.2025 21:46
65;ZAH-SCIFI;2017760;MÁG (piktogram);A1;1;75;10;14.04.2025 21:46
65;ZAH-SCIFI;2017760;MÁG (piktogram);A1;2;190;89;14.04.2025 21:46
66;CHM-BELDO;0;;A1;0;3325;4396;14.04.2025 21:46
51;DIT-LITDE;0;;U;1;25;16;14.04.2025 21:46
66;CHM-BELDO;0;;B1;0;20;20;14.04.2025 21:46
66;CHM-BELDO;0;;B2;0;188;235;14.04.2025 21:46
54;PRO-BELDO;0;;J3;0;50;52;14.04.2025 21:46
54;PRO-BELDO;0;;J4;0;160;219;14.04.2025 21:46
25;VIK-LITDE;0;ost.cizi;;0;60;96;14.04.2025 21:45
66;CHM-BELDO;0;;J1;0;5;7;14.04.2025 21:46
25;VIK-LITDE;0;;C;1;40;35;14.04.2025 21:45
30;CI3-LITDO;0;;X;2;5;6;14.04.2025 21:45
30;CI3-LITDO;0;;Y;2;8;7;14.04.2025 21:45
30;CI3-LITDO;0;;Z;2;20;17;14.04.2025 21:45
30;CI3-LITDO;0;ost.naucna;;2;15;37;14.04.2025 21:45
45;SPO-BELDO;0;;A1;0;2880;4009;14.04.2025 21:46
45;SPO-BELDO;2017756;PISTOLE (piktogram);A1;0;600;788;14.04.2025 21:46
45;SPO-BELDO;2017762;MILENCI (piktogram);A1;0;600;716;14.04.2025 21:46
45;SPO-BELDO;2017760;MÁG (piktogram);A1;0;300;375;14.04.2025 21:46
45;SPO-BELDO;2017759;E.T. (piktogram);A1;0;200;326;14.04.2025 21:46
45;SPO-DETI;0;;A2;0;305;399;14.04.2025 21:46
45;SPO-DETI;0;;A3;0;900;915;14.04.2025 21:46
45;SPO-DETI;2017753;PRINCEZNA (piktogram);;1;100;87;14.04.2025 21:46
61;MAL-DETI;0;;P;1;20;16;14.04.2025 21:46
61;MAL-DETI;0;;R;1;20;18;14.04.2025 21:46
61;MAL-DETI;0;;S;1;20;10;14.04.2025 21:46
25;VIK-LITDE;0;;C;2;10;24;14.04.2025 21:45
25;VIK-LITDE;0;;D;1;95;163;14.04.2025 21:45
27;MOD-NAU;0;;T;2;110;126;14.04.2025 21:45
70;SKA-NAUDO;0;;S;2;140;173;14.04.2025 21:47
70;SKA-NAUDO;0;;S;1;5;7;14.04.2025 21:47
66;CHM-BELDO;0;;J2;0;20;13;14.04.2025 21:46
13;HLO-LITDO;0;;Z;0;35;77;14.04.2025 21:45
66;CHM-BELDO;0;;J3;0;20;18;14.04.2025 21:46
66;CHM-BELDO;0;;J4;0;85;144;14.04.2025 21:46
70;SKA-NAUDO;0;;T;2;70;92;14.04.2025 21:47
25;VIK-LITDE;0;;D;2;5;23;14.04.2025 21:45
27;MOD-BELDE;0;;J;2;125;0;14.04.2025 21:45
61;MAL-DETI;0;;T;1;20;10;14.04.2025 21:46
61;MAL-DETI;0;;U;1;10;4;14.04.2025 21:46
61;MAL-DETI;0;;V;1;20;2;14.04.2025 21:46
61;MAL-DETI;0;;X;1;20;1;14.04.2025 21:46
61;MAL-DETI;0;;Y;1;20;7;14.04.2025 21:46
61;MAL-DETI;0;;Z;1;20;11;14.04.2025 21:46
61;MAL-DETI;0;ost.naucna;;1;20;0;14.04.2025 21:46
61;MAL-KOMIKS;28081993;komiksy;;0;200;199;14.04.2025 21:46
61;MAL-LITML;0;;A1;1;15;11;14.04.2025 21:46
61;MAL-LITML;0;;A1;2;5;13;14.04.2025 21:46
61;MAL-LITML;0;;A4;0;220;283;14.04.2025 21:46
66;CHM-BELDO;0;;J5;0;20;27;14.04.2025 21:46
66;CHM-BELDO;0;ost.cizi;;0;10;14;14.04.2025 21:46
41;NOV-NAUDO;0;;V;1;5;2;14.04.2025 21:46
41;NOV-NAUDO;0;;W;2;230;167;14.04.2025 21:46
41;NOV-NAUDO;0;;W;1;5;0;14.04.2025 21:46
41;NOV-NAUDO;0;;X;2;165;201;14.04.2025 21:46
41;NOV-NAUDO;0;;X;1;5;2;14.04.2025 21:46
41;NOV-NAUDO;0;;Y;2;180;133;14.04.2025 21:46
41;NOV-NAUDO;0;;Y;1;5;2;14.04.2025 21:46
41;NOV-NAUDO;0;;Z;2;205;175;14.04.2025 21:46
41;NOV-NAUDO;0;;Z;1;10;18;14.04.2025 21:46
41;NOV-POEDI;0;;B1;0;75;86;14.04.2025 21:46
41;NOV-POEDI;0;;B2;0;240;272;14.04.2025 21:46
45;SPO-DETI;2017753;PRINCEZNA (piktogram);;2;5;0;14.04.2025 21:46
45;SPO-DETI;0;;A4;1;410;574;14.04.2025 21:46
25;VIK-LITDE;0;;E;1;35;50;14.04.2025 21:45
25;VIK-LITDE;0;;E;2;5;8;14.04.2025 21:45
45;SPO-DETI;0;;A1;1;30;26;14.04.2025 21:46
45;SPO-DETI;2017761;DÍVKA (piktogram);;1;160;158;14.04.2025 21:46
45;SPO-DETI;2017761;DÍVKA (piktogram);;2;5;5;14.04.2025 21:46
45;SPO-DETI;2017760;MÁG (piktogram);;1;135;130;14.04.2025 21:46
45;SPO-DETI;2017760;MÁG (piktogram);;2;5;0;14.04.2025 21:46
45;SPO-DETI;2017759;E.T. (piktogram);;1;35;41;14.04.2025 21:46
45;SPO-DETI;2017759;E.T. (piktogram);;2;5;0;14.04.2025 21:46
45;SPO-DETI;0;poezie deti;;1;200;214;14.04.2025 21:46
45;SPO-DETI;0;;B2;2;5;3;14.04.2025 21:46
45;SPO-DETI;0;;C;1;45;57;14.04.2025 21:46
45;SPO-DETI;0;;C;2;5;10;14.04.2025 21:46
45;SPO-DETI;0;;D;1;35;108;14.04.2025 21:46
47;ZME-BELDE;0;ost.cizi;;1;45;60;14.04.2025 21:46
47;ZME-DETI;0;;C;1;50;29;14.04.2025 21:46
45;SPO-DETI;0;;D;2;15;10;14.04.2025 21:46
45;SPO-DETI;0;;E;1;40;30;14.04.2025 21:46
45;SPO-DETI;0;;E;2;5;2;14.04.2025 21:46
45;SPO-DETI;0;;K;1;190;222;14.04.2025 21:46
45;SPO-DETI;0;;K;2;10;20;14.04.2025 21:46
45;SPO-DETI;0;;L;1;30;44;14.04.2025 21:46
54;PRO-NAU;0;;R;0;160;179;14.04.2025 21:46
25;VIK-LITDE;0;ost.naucna;;1;15;26;14.04.2025 21:45
27;MOD-NAU;0;;V;2;110;91;14.04.2025 21:45
25;VIK-LITDE;0;ost.naucna;;2;5;4;14.04.2025 21:45
27;MOD-NAU;0;;W;2;145;213;14.04.2025 21:45
54;PRO-NAU;0;;T;0;155;166;14.04.2025 21:46
38;DEJ-KOMDO;28081993;komiksy;;0;350;433;14.04.2025 21:46
38;DEJ-CIZJAZ;0;;J1;0;20;37;14.04.2025 21:46
38;DEJ-CIZJAZ;0;;J2;0;45;68;14.04.2025 21:46
38;DEJ-CIZJAZ;0;;J3;0;170;265;14.04.2025 21:46
38;DEJ-CIZJAZ;0;;J4;0;420;682;14.04.2025 21:46
38;DEJ-CIZJAZ;0;;J5;0;80;198;14.04.2025 21:46
38;DEJ-CIZJAZ;0;ost.cizi;;0;55;43;14.04.2025 21:46
38;DEJ-LITDE;0;;A1;0;10;53;14.04.2025 21:46
38;DEJ-LITDE;0;;A4;0;960;835;14.04.2025 21:46
38;DEJ-LITDE;0;;A2;0;470;507;14.04.2025 21:46
38;DEJ-LITDE;0;;A3;0;930;1429;14.04.2025 21:46
38;DEJ-LITDE;2017753;PRINCEZNA (piktogram);;0;275;143;14.04.2025 21:46
45;SPO-DETI;0;;L;2;5;1;14.04.2025 21:46
25;VIK-LITDE;0;;K;1;180;295;14.04.2025 21:45
25;VIK-LITDE;0;;K;2;10;26;14.04.2025 21:45
25;VIK-LITDE;0;;L;1;30;58;14.04.2025 21:45
25;VIK-LITDE;0;;L;2;5;7;14.04.2025 21:45
25;VIK-LITDE;0;;N;1;45;72;14.04.2025 21:45
25;VIK-LITDE;0;;N;2;10;38;14.04.2025 21:45
25;VIK-LITDE;0;;P;1;20;41;14.04.2025 21:45
25;VIK-LITDE;0;;R;1;35;27;14.04.2025 21:45
45;SPO-DETI;0;;N;1;35;69;14.04.2025 21:46
45;SPO-DETI;0;;N;2;5;29;14.04.2025 21:46
54;PRO-BELDO;0;;J5;0;15;13;14.04.2025 21:46
89;JIR-LITDE;0;;B2;2;5;5;14.04.2025 21:47
25;VIK-LITDE;0;;R;2;5;5;14.04.2025 21:45
25;VIK-LITDE;0;;S;1;35;59;14.04.2025 21:45
25;VIK-LITDE;0;;S;2;5;13;14.04.2025 21:45
25;VIK-LITDE;0;;T;1;15;15;14.04.2025 21:45
25;VIK-LITDE;0;;T;2;5;3;14.04.2025 21:45
70;SKA-NAUDO;0;;T;1;5;1;14.04.2025 21:47
25;VIK-LITDE;0;;U;1;45;37;14.04.2025 21:45
25;VIK-LITDE;0;;U;2;5;0;14.04.2025 21:45
25;VIK-LITDE;0;;V;1;20;28;14.04.2025 21:45
27;MOD-NAU;0;;X;2;240;275;14.04.2025 21:45
25;VIK-LITDE;0;;V;2;5;19;14.04.2025 21:45
25;VIK-LITDE;0;;X;1;25;9;14.04.2025 21:45
47;ZME-DETI;0;;C;2;10;9;14.04.2025 21:46
25;VIK-LITDE;0;;X;2;5;3;14.04.2025 21:45
25;VIK-LITDE;0;;Y;1;45;60;14.04.2025 21:45
25;VIK-LITDE;0;;Y;2;10;19;14.04.2025 21:45
25;VIK-LITDE;0;;Z;1;30;35;14.04.2025 21:45
25;VIK-LITDE;0;;Z;2;10;2;14.04.2025 21:45
25;VIK-NAUDO;0;;C;0;280;324;14.04.2025 21:45
25;VIK-NAUDO;0;;D;0;390;556;14.04.2025 21:45
25;VIK-NAUDO;0;;E;0;300;357;14.04.2025 21:45
25;VIK-NAUDO;0;;G;0;355;300;14.04.2025 21:45
25;VIK-NAUDO;0;;K;0;250;220;14.04.2025 21:45
25;VIK-NAUDO;0;;L;0;260;454;14.04.2025 21:45
25;VIK-NAUDO;0;;N;0;120;153;14.04.2025 21:45
25;VIK-NAUDO;0;;O;0;65;39;14.04.2025 21:45
25;VIK-NAUDO;0;;P;0;280;224;14.04.2025 21:45
70;SKA-NAUDO;0;;U;2;1;0;14.04.2025 21:47
25;VIK-NAUDO;0;;R;0;110;95;14.04.2025 21:45
25;VIK-NAUDO;0;;S;0;240;197;14.04.2025 21:45
25;VIK-NAUDO;0;;T;0;95;57;14.04.2025 21:45
25;VIK-NAUDO;0;;U;0;5;4;14.04.2025 21:45
25;VIK-NAUDO;0;;V;0;85;79;14.04.2025 21:45
25;VIK-NAUDO;0;;W;0;140;70;14.04.2025 21:45
25;VIK-NAUDO;0;;X;0;130;92;14.04.2025 21:45
25;VIK-NAUDO;0;;Y;0;140;60;14.04.2025 21:45
25;VIK-NAUDO;0;;Z;0;90;143;14.04.2025 21:45
27;MOD-NAU;0;;Y;2;170;153;14.04.2025 21:45
27;MOD-NAU;0;;Z;2;200;173;14.04.2025 21:45
47;ZME-DETI;0;;D;1;60;74;14.04.2025 21:46
27;MOD-POEDIV;0;;B1;0;25;28;14.04.2025 21:45
27;MOD-POEDIV;0;;B2;0;410;374;14.04.2025 21:45
27;MOD-PRSK;0;;A1;0;10;0;14.04.2025 21:45
29;SMI-BELDE;0;;A1;0;20;11;14.04.2025 21:45
29;SMI-BELDE;0;;A2;0;505;397;14.04.2025 21:45
29;SMI-BELDE;0;;A3;0;1170;898;14.04.2025 21:45
29;SMI-BELDE;0;;A4;0;5;5;14.04.2025 21:45
29;SMI-BELDE;2017753;PRINCEZNA (piktogram);;0;450;138;14.04.2025 21:45
29;SMI-BELDE;2017761;DÍVKA (piktogram);;1;280;217;14.04.2025 21:45
29;SMI-BELDE;2017761;DÍVKA (piktogram);;2;30;19;14.04.2025 21:45
29;SMI-BELDE;2017752;PEGAS (piktogram);;1;100;20;14.04.2025 21:45
29;SMI-BELDE;2017752;PEGAS (piktogram);;2;5;2;14.04.2025 21:45
66;CHM-KOMDE;28081993;komiksy;;1;100;51;14.04.2025 21:47
54;PRO-BELDO;0;ost.cizi;;0;10;9;14.04.2025 21:46
54;PRO-BELDO;2017758;LEBKA (piktogram);A1;0;220;417;14.04.2025 21:46
54;PRO-KOMDE;28081993;komiksy;;1;190;126;14.04.2025 21:46
54;PRO-KOMDE;28081993;komiksy;;2;15;58;14.04.2025 21:46
54;PRO-KOMDO;28081993;komiksy;;0;260;385;14.04.2025 21:46
54;PRO-NAU;0;;Y;0;400;375;14.04.2025 21:46
54;PRO-NAU;0;;V;0;300;249;14.04.2025 21:46
54;PRO-NAUDE;0;;C;1;155;53;14.04.2025 21:46
54;PRO-NAUDE;0;;C;2;10;15;14.04.2025 21:46
54;PRO-NAUDE;0;;D;1;100;165;14.04.2025 21:46
54;PRO-NAUDE;0;;D;2;20;20;14.04.2025 21:46
45;SPO-DETI;0;;P;1;15;23;14.04.2025 21:46
54;PRO-NAUDE;0;;E;1;90;50;14.04.2025 21:46
54;PRO-NAUDE;0;;E;2;10;3;14.04.2025 21:46
13;HLO-KOMDO;28081993;komiksy;;0;120;119;14.04.2025 21:45
29;SMI-BELDE;2017751;ÚSMÌV (piktogram);;1;185;211;14.04.2025 21:45
29;SMI-BELDE;2017751;ÚSMÌV (piktogram);;2;5;0;14.04.2025 21:45
29;SMI-BELDE;0;;J1;1;5;15;14.04.2025 21:45
29;SMI-BELDE;0;;J2;1;5;3;14.04.2025 21:45
29;SMI-BELDE;0;;J3;1;35;43;14.04.2025 21:45
29;SMI-BELDE;0;;J4;1;110;82;14.04.2025 21:45
29;SMI-BELDE;0;;J5;1;20;5;14.04.2025 21:45
29;SMI-BELDE;0;;J1;2;1;0;14.04.2025 21:45
29;SMI-BELDE;0;;J2;2;1;0;14.04.2025 21:45
61;MAL-LITML;2017759;E.T. (piktogram);A1;0;100;119;14.04.2025 21:46
29;SMI-BELDE;0;;J3;2;1;7;14.04.2025 21:45
29;SMI-BELDE;0;;J4;2;1;3;14.04.2025 21:45
61;MAL-LITML;2017760;MÁG (piktogram);A1;0;80;151;14.04.2025 21:46
61;MAL-LITML;2017759;E.T. (piktogram);A4;0;30;0;14.04.2025 21:46
29;SMI-BELDE;0;;J5;2;1;0;14.04.2025 21:45
29;SMI-BELDE;0;;B2;2;5;8;14.04.2025 21:45
29;SMI-BELDE;0;poezie deti;;1;370;322;14.04.2025 21:45
29;SMI-BELDO;0;;A1;0;7600;8193;14.04.2025 21:45
29;SMI-BELDO;2017756;PISTOLE (piktogram);A1;0;770;845;14.04.2025 21:45
29;SMI-BELDO;0;;B1;0;150;150;14.04.2025 21:45
29;SMI-BELDO;0;;B2;0;1040;922;14.04.2025 21:45
29;SMI-BELDO;0;;J1;0;20;20;14.04.2025 21:45
70;SKA-NAUDO;0;;U;1;0;1;14.04.2025 21:47
70;SKA-NAUDO;0;;V;2;30;35;14.04.2025 21:47
70;SKA-NAUDO;0;;V;1;0;5;14.04.2025 21:47
70;SKA-NAUDO;0;;W;2;100;111;14.04.2025 21:47
70;SKA-NAUDO;0;;W;1;5;2;14.04.2025 21:47
13;HLO-LITDE;0;;A1;2;15;33;14.04.2025 21:45
70;SKA-NAUDO;0;;X;2;60;118;14.04.2025 21:47
70;SKA-NAUDO;0;;X;1;5;7;14.04.2025 21:47
70;SKA-NAUDO;0;;Y;2;100;135;14.04.2025 21:47
70;SKA-NAUDO;0;;Y;1;5;17;14.04.2025 21:47
70;SKA-NAUDO;0;;Z;2;0;136;14.04.2025 21:47
70;SKA-NAUDO;0;;Z;1;5;23;14.04.2025 21:47
81;LUZ-BELDO;0;;A1;0;3480;5031;14.04.2025 21:47
81;LUZ-BELDO;2017756;PISTOLE (piktogram);A1;0;550;656;14.04.2025 21:47
81;LUZ-BELDO;0;;B1;0;50;72;14.04.2025 21:47
81;LUZ-BELDO;0;;B2;0;625;1050;14.04.2025 21:47
29;SMI-BELDO;0;;J2;0;40;22;14.04.2025 21:45
29;SMI-BELDO;0;;J3;0;70;43;14.04.2025 21:45
29;SMI-BELDO;0;;J4;0;330;357;14.04.2025 21:45
29;SMI-BELDO;0;;J5;0;40;30;14.04.2025 21:45
45;SPO-DETI;0;;P;2;5;1;14.04.2025 21:46
