lokace_id,oznaceni,typ
499,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Beletrie - dospělí
499,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - dospělí
844,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
1236,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
1060,Komiksy pro dospělé,Beletrie - dospělí
473,PISTOLE - detektivky,Beletrie - dospělí
473,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - dospělí
412,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
412,PISTOLE - detektivky,Beletrie - dospělí
412,MÁG - fantasy,Beletrie - dospělí
412,E.T. - sci-fi,Beletrie - dospělí
412,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - dospělí
1082,Komiksy pro dospělé,Beletrie - dospělí
544,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
544,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
389,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
389,PISTOLE - detektivky,Beletrie - dospělí
389,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Beletrie - dospělí
389,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
441,J6-J14,Beletrie - dospělí
441,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Beletrie - dospělí
441,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
614,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
614,PISTOLE - detektivky,Beletrie - dospělí
614,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Beletrie - dospělí
614,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
614,E.T. - sci-fi,Beletrie - dospělí
614,MÁG - fantasy,Beletrie - dospělí
614,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - dospělí
1214,Komiksy pro dospělé,Beletrie - dospělí
1211,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
1211,MILENCI - pro ženy,Beletrie - dospělí
1211,PISTOLE - detektivky,Beletrie - dospělí
1211,LEBKA - horory,Beletrie - dospělí
1211,E.T. - sci-fi,Beletrie - dospělí
1211,MÁG - fantasy,Beletrie - dospělí
1211,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Beletrie - dospělí
1211,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
957,Komiksy pro dospělé,Beletrie - dospělí
537,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
443,MILENCI - pro ženy,Beletrie - dospělí
443,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
443,PISTOLE - detektivky,Beletrie - dospělí
443,E.T. - sci-fi,Beletrie - dospělí
443,MÁG - fantasy,Beletrie - dospělí
447,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - dospělí
699,PISTOLE - detektivky,Beletrie - dospělí
699,LEBKA - horory,Beletrie - dospělí
699,MILENCI - pro ženy,Beletrie - dospělí
699,MÁG - fantasy,Beletrie - dospělí
307,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - dospělí
896,None,Beletrie - dospělí
638,A2 - knížky pro předškolní děti v češtině,Beletrie - děti
638,A3 – knížky pro děti do deseti let v češtině,Beletrie - děti
638,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - děti
638,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - děti
212,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - děti
1065,Leporela,Beletrie - děti
249,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - děti
249,A4 – próza pro starší děti v češtině,Beletrie - děti
249,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - děti
249,A2 - knížky pro předškolní děti v češtině,Beletrie - děti
249,A3 – knížky pro děti do deseti let v češtině,Beletrie - děti
249,PRINCEZNA - pohádky,Beletrie - děti
1110,Leporela,Beletrie - děti
1099,A2 - knížky pro předškolní děti v češtině,Beletrie - děti
1099,A3 – knížky pro děti do deseti let v češtině,Beletrie - děti
1099,PRINCEZNA - pohádky,Beletrie - děti
1099,PEGAS - báje / mýty,Beletrie - děti
1099,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - děti
1099,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - děti
1127,DÍVKA - dívčí četba,Beletrie - děti
1127,MÁG - fantasy,Beletrie - děti
1127,E.T. - sci-fi,Beletrie - děti
167,A2 - knížky pro předškolní děti v češtině,Beletrie - děti
167,A3 – knížky pro děti do deseti let v češtině,Beletrie - děti
167,PRINCEZNA - pohádky,Beletrie - děti
167,DÍVKA - dívčí četba,Beletrie - děti
167,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - děti
167,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - děti
664,Leporela,Beletrie - děti
664,Komiksy pro děti,Beletrie - děti
964,A - BELETRIE VŠEOBECNĚ.,Beletrie - děti
850,Leporela,Beletrie - děti
654,A2 - knížky pro předškolní děti v češtině,Beletrie - děti
654,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - děti
1250,Leporela,Beletrie - děti
500,A2 - knížky pro předškolní děti v češtině,Beletrie - děti
500,A3 – knížky pro děti do deseti let v češtině,Beletrie - děti
500,PRINCEZNA - pohádky,Beletrie - děti
500,A1 - beletrie pro dospělé čtenáře a mládež v češtině,Beletrie - děti
500,A4 – próza pro starší děti v češtině,Beletrie - děti
500,J1-J5,Beletrie - děti
844,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - děti
474,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - děti
415,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - děti
392,A2 - knížky pro předškolní děti v češtině,Beletrie - děti
392,A3 – knížky pro děti do deseti let v češtině,Beletrie - děti
392,PRINCEZNA - pohádky,Beletrie - děti
392,DÍVKA - dívčí četba,Beletrie - děti
392,PEGAS - báje / mýty,Beletrie - děti
392,ÚSMĚV - humoristická,Beletrie - děti
396,A4 – próza pro starší děti v češtině,Beletrie - děti
396,MÁG - fantasy,Beletrie - děti
396,E.T. - sci-fi,Beletrie - děti
1025,A - BELETRIE VŠEOBECNĚ.,Beletrie - děti
617,PRINCEZNA - pohádky,Beletrie - děti
617,DÍVKA - dívčí četba,Beletrie - děti
617,"B2 – poezie v češtině pro dospělé, mládež a starší děti",Beletrie - děti
617,J - CIZOJAZYČNÁ BELETRIE.,Beletrie - děti
1215,Komiksy pro děti,Beletrie - děti
1212,A4 – próza pro starší děti v češtině,Beletrie - děti
1212,MÁG - fantasy,Beletrie - děti
1212,E.T. - sci-fi,Beletrie - děti
957,Komiksy pro děti,Beletrie - děti
565,Leporela,Beletrie - děti
446,MÁG - fantasy,Beletrie - děti
446,E.T. - sci-fi,Beletrie - děti
144,None,Časopisy pro dospělé
924,None,Časopisy pro děti
890,None,Časopisy pro děti
905,None,None
891,None,Časopisy pro dospělé
507,None,Deskové hry
1250,Leporela,Naučná - děti
499,None,AK
894,None,Časopisy pro děti
773,PISTOLE - detektivky,Doporučujeme (dospělí)
984,None,Časopisy pro dospělé
985,None,Časopisy pro děti
462,C - DOMÁCNOST.,Naučná - dospělí
462,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
462,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
462,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
462,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
462,T - TECHNIKA.,Naučná - dospělí
462,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
462,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
146,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
146,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
146,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - dospělí
912,C - DOMÁCNOST.,Naučná - dospělí
912,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
912,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
912,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
912,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
912,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
912,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
912,R - JAZYKOVĚDA.,Naučná - dospělí
912,S - UMĚNÍ.,Naučná - dospělí
912,T - TECHNIKA.,Naučná - dospělí
912,V - HUDBA.,Naučná - dospělí
912,X - LITERATURA.,Naučná - dospělí
912,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
912,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
912,GOW - společný OCH,Naučná - dospělí
823,C - DOMÁCNOST.,Naučná - dospělí
823,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
823,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
823,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
823,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
823,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
823,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
823,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
823,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
823,R - JAZYKOVĚDA.,Naučná - dospělí
823,S - UMĚNÍ.,Naučná - dospělí
823,T - TECHNIKA.,Naučná - dospělí
823,V - HUDBA.,Naučná - dospělí
823,X - LITERATURA.,Naučná - dospělí
823,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
823,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
712,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
712,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
712,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
712,S - UMĚNÍ.,Naučná - dospělí
712,V - HUDBA.,Naučná - dospělí
712,X - LITERATURA.,Naučná - dospělí
714,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
714,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
714,T - TECHNIKA.,Naučná - dospělí
714,W - VOJENSTVÍ.,Naučná - dospělí
714,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
213,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
213,R - JAZYKOVĚDA.,Naučná - dospělí
213,X - LITERATURA.,Naučná - dospělí
753,C - DOMÁCNOST.,Naučná - dospělí
753,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
753,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
753,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
753,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
753,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
753,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
753,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
753,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
753,R - JAZYKOVĚDA.,Naučná - dospělí
753,S - UMĚNÍ.,Naučná - dospělí
753,T - TECHNIKA.,Naučná - dospělí
753,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - dospělí
753,V - HUDBA.,Naučná - dospělí
753,W - VOJENSTVÍ.,Naučná - dospělí
753,X - LITERATURA.,Naučná - dospělí
753,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
753,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
1121,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
1121,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
1121,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
1121,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
1121,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
1121,W - VOJENSTVÍ.,Naučná - dospělí
251,"B1 – dramatická literatura, divadelní hry, rozhlasové hry, filmové a televizní scénáře",Naučná - dospělí
251,C - DOMÁCNOST.,Naučná - dospělí
251,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
251,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
251,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
251,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
251,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
251,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
251,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
251,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
251,R - JAZYKOVĚDA.,Naučná - dospělí
251,S - UMĚNÍ.,Naučná - dospělí
251,T - TECHNIKA.,Naučná - dospělí
251,V - HUDBA.,Naučná - dospělí
251,W - VOJENSTVÍ.,Naučná - dospělí
251,X - LITERATURA.,Naučná - dospělí
251,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
251,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
1112,C - DOMÁCNOST.,Naučná - dospělí
1112,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
1112,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
1112,S - UMĚNÍ.,Naučná - dospělí
1112,T - TECHNIKA.,Naučná - dospělí
1112,W - VOJENSTVÍ.,Naučná - dospělí
1112,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
1112,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
1116,KMET - životopisná,Naučná - dospělí
603,C - DOMÁCNOST.,Naučná - dospělí
603,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
603,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
603,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
603,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
603,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
603,S - UMĚNÍ.,Naučná - dospělí
603,T - TECHNIKA.,Naučná - dospělí
603,V - HUDBA.,Naučná - dospělí
603,W - VOJENSTVÍ.,Naučná - dospělí
603,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
603,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
376,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
376,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
376,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
376,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
376,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
376,R - JAZYKOVĚDA.,Naučná - dospělí
376,S - UMĚNÍ.,Naučná - dospělí
376,T - TECHNIKA.,Naučná - dospělí
376,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
376,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
1280,C - DOMÁCNOST.,Naučná - dospělí
1280,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
1280,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
1280,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
1280,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
1280,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
1280,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
1280,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
1280,R - JAZYKOVĚDA.,Naučná - dospělí
1280,T - TECHNIKA.,Naučná - dospělí
1280,V - HUDBA.,Naučná - dospělí
1280,W - VOJENSTVÍ.,Naučná - dospělí
1280,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
1280,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
1042,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
1042,S - UMĚNÍ.,Naučná - dospělí
1042,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - dospělí
1038,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
1038,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
1038,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
1038,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
1038,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
1038,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
1038,R - JAZYKOVĚDA.,Naučná - dospělí
1038,S - UMĚNÍ.,Naučná - dospělí
1038,T - TECHNIKA.,Naučná - dospělí
1038,V - HUDBA.,Naučná - dospělí
1038,W - VOJENSTVÍ.,Naučná - dospělí
1038,X - LITERATURA.,Naučná - dospělí
1038,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
1038,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
242,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
1021,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
366,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
655,C - DOMÁCNOST.,Naučná - dospělí
655,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
655,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
655,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
655,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
655,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
655,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
655,R - JAZYKOVĚDA.,Naučná - dospělí
655,S - UMĚNÍ.,Naučná - dospělí
655,T - TECHNIKA.,Naučná - dospělí
655,V - HUDBA.,Naučná - dospělí
655,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
655,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
499,C - DOMÁCNOST.,Naučná - dospělí
499,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
499,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
499,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
499,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
499,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
499,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
499,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
499,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
499,R - JAZYKOVĚDA.,Naučná - dospělí
499,S - UMĚNÍ.,Naučná - dospělí
499,T - TECHNIKA.,Naučná - dospělí
499,V - HUDBA.,Naučná - dospělí
499,W - VOJENSTVÍ.,Naučná - dospělí
499,X - LITERATURA.,Naučná - dospělí
499,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
499,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
1241,C - DOMÁCNOST.,Naučná - dospělí
1241,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
1241,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
1241,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
1241,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
1241,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
1241,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
1241,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
1241,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
1241,R - JAZYKOVĚDA.,Naučná - dospělí
1241,S - UMĚNÍ.,Naučná - dospělí
1241,T - TECHNIKA.,Naučná - dospělí
1241,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - dospělí
1241,V - HUDBA.,Naučná - dospělí
1241,W - VOJENSTVÍ.,Naučná - dospělí
1241,X - LITERATURA.,Naučná - dospělí
1241,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
1241,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
325,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
473,C - DOMÁCNOST.,Naučná - dospělí
473,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
473,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
473,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
473,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
473,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
473,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
473,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
473,R - JAZYKOVĚDA.,Naučná - dospělí
473,S - UMĚNÍ.,Naučná - dospělí
473,T - TECHNIKA.,Naučná - dospělí
473,U - VŠEOBECNÉ ENCYKLOPEDIE.,Naučná - dospělí
473,V - HUDBA.,Naučná - dospělí
473,W - VOJENSTVÍ.,Naučná - dospělí
473,X - LITERATURA.,Naučná - dospělí
473,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
473,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
413,C - DOMÁCNOST.,Naučná - dospělí
413,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
413,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
413,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
413,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
413,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
413,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
413,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
413,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
413,T - TECHNIKA.,Naučná - dospělí
413,V - HUDBA.,Naučná - dospělí
413,W - VOJENSTVÍ.,Naučná - dospělí
413,X - LITERATURA.,Naučná - dospělí
413,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
413,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
615,C - DOMÁCNOST.,Naučná - dospělí
615,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
615,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
615,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
615,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
615,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
615,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
615,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
615,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
615,R - JAZYKOVĚDA.,Naučná - dospělí
615,S - UMĚNÍ.,Naučná - dospělí
615,T - TECHNIKA.,Naučná - dospělí
615,V - HUDBA.,Naučná - dospělí
615,W - VOJENSTVÍ.,Naučná - dospělí
615,X - LITERATURA.,Naučná - dospělí
615,Y - TĚLESNÁ VÝCHOVA A SPORT,Naučná - dospělí
615,Z - ZEMĚDĚLSTVÍ. LESNICTVÍ. MYSLIVOST.,Naučná - dospělí
117,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
1211,D - DĚJINY. DĚJEPIS.,Naučná - dospělí
1211,E - ZEMĚPIS. VLASTIVĚDA. ETNOGRAFIE.,Naučná - dospělí
1211,G - SPOLEČENSKÉ VĚDY.,Naučná - dospělí
1211,K - PŘÍRODNÍ VĚDY.,Naučná - dospělí
1211,L - FILOZOFIE. PSYCHOLOGIE. ESTETIKA. ETIKA. LOGIKA. NÁBOŽENSTVÍ.,Naučná - dospělí
1211,N - PEDAGOGIKA. ŠKOLSTVÍ. VÝCHOVA. VZDĚLÁVÁNÍ.,Naučná - dospělí
1211,O - PRÁVO. PRÁVNÍ VĚDA.,Naučná - dospělí
1211,P - LÉKAŘSTVÍ A ZDRAVOTNICTVÍ.,Naučná - dospělí
