lokace_id,lokace_short,pobocka_nazev,pobocka_cislo,oblast,je_realokace,stav_fondu_celkem,kapacita_celkem,kapacita_fyzicka_sum,kapacita_realokace_sum,volna_kapacita,naplnenost_pct,rozdil,pretizena,rizikova
347,ZAH-HRABDO,Záhřebská,65,Středozápad,False,0,,,,,,,,
282,OPA-POK,Opatov,58,Jih,False,75,,,,,,,,
1237,PET-HRAB2,Petřiny,42,Středozápad,False,66,,,,,,,,
849,ODOP,,,,False,33351,,,,,,,,
428,VRS-CASDO,(zrušeno) Vršovice,19,,False,0,,,,,,,,
660,OSV-CHF,Ostrovského,48,Jihozápad,False,0,,,,,,,,
386,SMI-POK,Smíchov,29,Jihozápad,False,37,,,,,,,,
819,ALOK,,,,False,4599,,,,,,,,
203,LE3-SPRSK,(zrušeno) Letná-děti,39,Severovýchod,False,0,,,,,,,,
999,CHM-MAPY,Vozovna,66,Středozápad,False,0,,,,,,,,
889,HRA-CASDO,Hradčany,3,Středozápad,False,392,,,,,,,,
202,LE3-STUD,(zrušeno) Letná-děti,39,Severovýchod,False,0,,,,,,,,
1203,ZAH-SELFDE,Záhřebská,65,Středozápad,False,2,,,,,,,,
969,DAB-POEZIE,Ládví,88,Severovýchod,True,440,390.0,477.0,390.0,-50.0,112.82051282051282,50.0,True,True
673,HRA-NAUDO,Hradčany,3,Středozápad,True,1092,1040.0,1556.0,1040.0,-52.0,105.0,52.0,True,True
412,HOL-BELDO,Sedmička,5,Severovýchod,True,4168,4025.0,5718.0,4025.0,-143.0,103.5527950310559,143.0,True,True
1216,MLY-LEPOR,Velký mlýn,11,Severovýchod,True,25,100.0,100.0,100.0,75.0,25.0,-75.0,False,False
845,HUS-KOMDO,Žižkov,15,Středozápad,True,147,140.0,140.0,140.0,-7.0,105.0,7.0,True,True
380,KOR-DETI,Korunní,18,Jihovýchod,True,4184,4000.0,6893.0,4000.0,-184.0,104.60000000000001,184.0,True,True
1113,JEZ-PRSK,Jezerka,24,Jih,True,1740,2150.0,2402.0,2150.0,410.0,80.93023255813954,-410.0,False,False
711,DEJ-BEL,Dejvice,38,Středozápad,True,10448,8560.0,12223.0,8560.0,-1888.0,122.05607476635514,1888.0,True,True
1036,DEJ-LITML,Dejvice,38,Středozápad,True,403,425.0,575.0,425.0,22.0,94.82352941176471,-22.0,False,True
712,DEJ-NAU1,Dejvice,38,Středozápad,True,6335,5925.0,8543.0,5925.0,-410.0,106.91983122362869,410.0,True,True
238,NOV-BELDO,Novodvorská,41,Jih,True,4269,4270.0,7528.0,4270.0,1.0,99.97658079625292,-1.0,False,True
830,NOV-KOMIKS,Novodvorská,41,Jih,True,329,240.0,329.0,240.0,-89.0,137.08333333333334,89.0,True,True
434,SPO-NAUDO,Spořilov,45,Jih,True,4981,4590.0,6484.0,4590.0,-391.0,108.51851851851852,391.0,True,True
654,OSV-BELDE,Ostrovského,48,Jihozápad,True,1754,1405.0,2008.0,1405.0,-349.0,124.83985765124555,349.0,True,True
538,CHM-NAUDO,Vozovna,66,Středozápad,True,5599,4560.0,6578.0,4560.0,-1039.0,122.78508771929823,1039.0,True,True
545,SKA-NAUDO,Skalka,70,Jihovýchod,True,3569,2617.0,3949.0,2617.0,-952.0,136.37753152464654,952.0,True,True
167,LUZ-DEBEL,Lužiny,81,Jihozápad,True,4221,3540.0,5054.0,3540.0,-681.0,119.23728813559322,681.0,True,True
1257,LUZ-KOMDO,Lužiny,81,Jihozápad,True,597,300.0,300.0,300.0,-297.0,199.0,297.0,True,True
279,OPA-ARTCHF,Opatov,58,Jih,False,1416,237.0,237.0,,-1179.0,597.4683544303797,1179.0,True,True
894,SKO-CASDE,Školská,8,Středozápad,False,40,21.0,21.0,,-19.0,190.47619047619045,19.0,True,True
661,MOD-CHF,Modřany,27,Jih,False,67,150.0,150.0,,83.0,44.666666666666664,-83.0,False,False
795,ZAH-DOPORD,Záhřebská,65,Středozápad,False,66,26.0,26.0,,-40.0,253.84615384615384,40.0,True,True
27,theatre,Ústřední knihovna,1,Ústřední knihovna,False,7161,4074.0,4074.0,,-3087.0,175.77319587628867,3087.0,True,True
772,HRA-DOPOR,Hradčany,3,Středozápad,False,163,230.0,230.0,,67.0,70.86956521739131,-67.0,False,False
951,SKA-CASDO,Skalka,70,Jihovýchod,False,289,256.0,256.0,,-33.0,112.890625,33.0,True,True
774,JIR-DOPOR,Chodov,89,Jih,False,388,330.0,330.0,,-58.0,117.57575757575758,58.0,True,True
1226,PET-CASDE1,Petřiny,42,Středozápad,False,43,27.0,27.0,,-16.0,159.25925925925927,16.0,True,True
275,OPA-CASOP,Opatov,58,Jih,False,772,452.0,452.0,,-320.0,170.79646017699116,320.0,True,True
1276,KRC-AUDIO,Krč,60,Jih,False,595,274.0,274.0,,-321.0,217.15328467153284,321.0,True,True
815,SKO-MAPY,Školská,8,Středozápad,False,205,250.0,250.0,,45.0,82.0,-45.0,False,False
775,KOR-DOPOR,Korunní,18,Jihovýchod,False,403,562.0,562.0,,159.0,71.70818505338077,-159.0,False,False
140,LUZ-HRAB,Lužiny,81,Jihozápad,False,51,609.0,609.0,,558.0,8.374384236453201,-558.0,False,False
568,VIK-PRSK,Vikova,25,Jih,False,275,619.0,619.0,,344.0,44.4264943457189,-344.0,False,False
520,DAB-CASDO,Ládví,88,Severovýchod,False,251,0.0,0.0,,-251.0,,251.0,,
323,PRO-CHFOND,Prosek,54,Severovýchod,False,33,90.0,90.0,,57.0,36.666666666666664,-57.0,False,False
1026,SPO-VSMS,Spořilov,45,Jih,False,699,343.0,343.0,,-356.0,203.79008746355686,356.0,True,True
1154,CI3-CASDO,Cibulka,30,Jihozápad,False,73,42.0,42.0,,-31.0,173.80952380952382,31.0,True,True
317,HUS-POK,Žižkov,15,Středozápad,False,13,,,,,,,,
155,EXPEDICE,,,,False,700,,,,,,,,
1180,NVE-SELF,Pankrác,43,Jih,False,0,,,,,,,,
1245,PET-SELF2N,Petřiny,42,Středozápad,False,0,,,,,,,,
1293,KOR-CDDE,Korunní,18,Jihovýchod,False,131,,,,,,,,
956,MVS,Ústřední knihovna,1,Ústřední knihovna,False,5070,,,,,,,,
716,DEJ-PRSK1,Dejvice,38,Středozápad,False,27,,,,,,,,
1247,SKLADHRY,Ústřední knihovna,1,Ústřední knihovna,False,46,,,,,,,,
848,REALOKACE,,,,False,3164,,,,,,,,
86,POKUK,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
211,DIT-HRAB,Dittrichova,51,Středozápad,False,195,,,,,,,,
478,PET-HRAB,Petřiny,42,Středozápad,False,267,,,,,,,,
269,OPA-STUCAS,Opatov,58,Jih,False,34,,,,,,,,
1166,VRS-SELF,(zrušeno) Vršovice,19,,False,0,,,,,,,,
842,BRU-DIL,Vzácné tisky - objednávka,97,,False,28,,,,,,,,
718,DEJ-HRAB,Dejvice,38,Středozápad,False,165,,,,,,,,
215,DIT-POK,Dittrichova,51,Středozápad,False,23,,,,,,,,
975,divsklad3p,Ústřední knihovna,1,Ústřední knihovna,False,3056,,,,,,,,
223,BOH-SKLAD,Bohnice,52,Severovýchod,True,9778,11110.0,12108.0,11110.0,1332.0,88.01080108010801,-1332.0,False,False
617,STO-BELDE,Stodůlky,84,Jihozápad,True,1999,2365.0,2967.0,2365.0,366.0,84.52431289640592,-366.0,False,False
247,JIR-BELDO,Chodov,89,Jih,True,5204,4410.0,10276.0,4410.0,-794.0,118.00453514739229,794.0,True,True
249,JIR-LITDE,Chodov,89,Jih,True,3754,3571.0,5411.0,3571.0,-183.0,105.12461495379446,183.0,True,True
867,JEN-ZASOB,Vzdálený sklad 6,92,Sklad,True,36010,79223.0,79223.0,0.0,43213.0,45.453971700137586,-43213.0,False,False
1136,mládež-kom,Ústřední knihovna,1,Ústřední knihovna,True,1064,810.0,654.0,810.0,-254.0,131.35802469135803,254.0,True,True
367,OST-BEL,Ostrčilovo nám.,4,Středozápad,True,3941,2995.0,4313.0,2995.0,-946.0,131.58597662771285,946.0,True,True
311,HUS-NAUC,Žižkov,15,Středozápad,True,3600,3840.0,5270.0,3840.0,240.0,93.75,-240.0,False,True
312,HUS-POEDIV,Žižkov,15,Středozápad,True,782,630.0,830.0,630.0,-152.0,124.12698412698413,152.0,True,True
1115,JEZ-ROD,Jezerka,24,Jih,True,149,160.0,171.0,160.0,11.0,93.125,-11.0,False,True
392,SMI-BELDE,Smíchov,29,Jihozápad,True,2496,3310.0,4674.0,3310.0,814.0,75.40785498489426,-814.0,False,False
846,SMI-KOLOTO,Smíchov,29,Jihozápad,True,78,150.0,150.0,150.0,72.0,52.0,-72.0,False,False
393,SMI-NAUDE,Smíchov,29,Jihozápad,True,1453,2965.0,4928.0,2965.0,1512.0,49.00505902192243,-1512.0,False,False
157,BRE-POEZIE,Břevnov,35,Středozápad,True,346,270.0,401.0,270.0,-76.0,128.14814814814815,76.0,True,True
1078,DED-KOMIKS,Dědina,37,Středozápad,True,164,180.0,180.0,180.0,16.0,91.11111111111111,-16.0,False,True
1056,LET-LITDO,Letná,39,Severovýchod,True,85,93.0,100.0,93.0,8.0,91.39784946236558,-8.0,False,True
1241,PET-NAUDO2,Petřiny,42,Středozápad,True,3780,2694.0,3893.0,2694.0,-1086.0,140.31180400890867,1086.0,True,True
1095,ZME-LITML,Zahradní Město,47,Jihovýchod,True,776,450.0,768.0,450.0,-326.0,172.44444444444446,326.0,True,True
227,BOH-HUDBA,Bohnice,52,Severovýchod,True,1535,2200.0,2162.0,2200.0,665.0,69.77272727272728,-665.0,False,False
982,PRO-KOMDO,Prosek,54,Severovýchod,True,394,260.0,260.0,260.0,-134.0,151.53846153846155,134.0,True,True
976,PRO-PRSK,Prosek,54,Severovýchod,True,1723,1475.0,1755.0,1475.0,-248.0,116.8135593220339,248.0,True,True
854,HOL-DOPOR,Sedmička,5,Severovýchod,False,366,645.0,645.0,,279.0,56.74418604651162,-279.0,False,False
1030,hud-gal,Ústřední knihovna,1,Ústřední knihovna,False,3378,2498.0,2498.0,,-880.0,135.22818254603683,880.0,True,True
814,SKO-DOPO3,Školská,8,Středozápad,False,283,296.0,296.0,,13.0,95.6081081081081,-13.0,False,True
1149,SMI-JK,Smíchov,29,Jihozápad,False,94,365.0,365.0,,271.0,25.753424657534246,-271.0,False,False
828,CI3-VSMS,Cibulka,30,Jihozápad,False,59,26.0,26.0,,-33.0,226.9230769230769,33.0,True,True
945,DAB-CASDE,Ládví,88,Severovýchod,False,30,30.0,30.0,,0.0,100.0,0.0,False,True
995,KOR-MAPY,Korunní,18,Jihovýchod,False,301,60.0,60.0,,-241.0,501.6666666666667,241.0,True,True
948,RUS-OST1,Dům čtení,56,Jihovýchod,False,1985,936.0,936.0,,-1049.0,212.07264957264957,1049.0,True,True
721,OPA-ARTSKL,Opatov,58,Jih,False,7629,7240.0,7240.0,,-389.0,105.37292817679558,389.0,True,True
411,HOL-HRAB,Sedmička,5,Severovýchod,False,53,189.0,189.0,,136.0,28.04232804232804,-136.0,False,False
936,VYS-CASDO,Vysočany,10,Severovýchod,False,130,35.0,35.0,,-95.0,371.42857142857144,95.0,True,True
806,DIT-DOPOR,Dittrichova,51,Středozápad,False,41,51.0,51.0,,10.0,80.3921568627451,-10.0,False,False
780,NOV-DOPOR,Novodvorská,41,Jih,False,87,421.0,421.0,,334.0,20.665083135391924,-334.0,False,False
1,prezent,Ústřední knihovna,1,Ústřední knihovna,False,737,1558.0,1558.0,,821.0,47.30423620025674,-821.0,False,False
923,HOL-AUDIO,Sedmička,5,Severovýchod,False,284,0.0,0.0,,-284.0,,284.0,,
943,RAJ-CASDE,Rajská zahrada,87,Severovýchod,False,125,16.0,16.0,,-109.0,781.25,109.0,True,True
950,RUS-OST3,Dům čtení,56,Jihovýchod,False,949,284.0,284.0,,-665.0,334.1549295774648,665.0,True,True
1224,LUZ-YA,Lužiny,81,Jihozápad,False,368,546.0,546.0,,178.0,67.3992673992674,-178.0,False,False
87,časzapult,Ústřední knihovna,1,Ústřední knihovna,False,5475,5434.0,5434.0,,-41.0,100.7545086492455,41.0,True,True
629,OSV-HRAB,Ostrovského,48,Jihozápad,False,34,160.0,160.0,,126.0,21.25,-126.0,False,False
281,OPA-ARTCAS,Opatov,58,Jih,False,807,361.0,361.0,,-446.0,223.54570637119116,446.0,True,True
1278,KRC-KOMDE,Krč,60,Jih,False,173,250.0,250.0,,77.0,69.19999999999999,-77.0,False,False
401,REG-KANC,Region,96,,False,0,,,,,,,,
878,MET-REPY,MVK Řepy,94,,False,30,,,,,,,,
166,UCEBNA,Ústřední knihovna,1,Ústřední knihovna,False,1,,,,,,,,
165,LUZ-STU,Lužiny,81,Jihozápad,False,0,,,,,,,,
235,METO487,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
967,MET-ROZTOK,MVK Roztoky,94,,False,40,,,,,,,,
643,NOTEBOOK,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
490,HOS-POK,Hostivař,21,Jihovýchod,False,31,,,,,,,,
466,BAR-CHF,Barrandov,62,Jihozápad,False,2,,,,,,,,
191,LE1-SKLAD,Letná,39,Severovýchod,False,0,,,,,,,,
531,manipul2,,,,False,0,,,,,,,,
834,BRU-D2TEA,Vzácné tisky - objednávka,97,,False,0,,,,,,,,
1008,KOR-CIZODE,Korunní,18,Jihovýchod,False,1533,,,,,,,,
1128,TRIDEXPED,Expedice,203,,False,1,,,,,,,,
384,KOR-ZASOBA,Korunní,18,Jihovýchod,False,0,,,,,,,,
424,VRS-HRAB,(zrušeno) Vršovice,19,,False,0,,,,,,,,
1178,NOV-SELF,Novodvorská,41,Jih,False,0,,,,,,,,
606,čas-bel,Ústřední knihovna,1,Ústřední knihovna,False,1,,,,,,,,
3,beletrie,Ústřední knihovna,1,Ústřední knihovna,True,7090,6700.0,8760.0,6700.0,-390.0,105.82089552238807,390.0,True,True
609,cizí-jazyk,Ústřední knihovna,1,Ústřední knihovna,True,6837,5650.0,7241.0,5650.0,-1187.0,121.00884955752211,1187.0,True,True
692,dvojjaz,Ústřední knihovna,1,Ústřední knihovna,True,516,480.0,583.0,480.0,-36.0,107.5,36.0,True,True
376,KOR-NAUDO,Korunní,18,Jihovýchod,True,8173,7350.0,10696.0,7350.0,-823.0,111.19727891156464,823.0,True,True
496,HOS-LITDE,Hostivař,21,Jihovýchod,True,2548,2424.0,3588.0,2424.0,-124.0,105.11551155115511,124.0,True,True
1099,JEZ-LITDE,Jezerka,24,Jih,True,2128,1930.0,2993.0,1930.0,-198.0,110.25906735751296,198.0,True,True
395,SMI-GALML,Smíchov,29,Jihozápad,True,1351,1120.0,1515.0,1120.0,-231.0,120.625,231.0,True,True
1018,CHU-NAUDE,Velká Chuchle,31,Jihozápad,True,488,411.0,673.0,411.0,-77.0,118.73479318734795,77.0,True,True
148,BRE-LITDE,Břevnov,35,Středozápad,True,4134,4080.0,5765.0,4080.0,-54.0,101.3235294117647,54.0,True,True
713,DEJ-CIZJAZ,Dejvice,38,Středozápad,True,1296,790.0,1133.0,790.0,-506.0,164.05063291139243,506.0,True,True
1242,PET-KOMDO2,Petřiny,42,Středozápad,True,416,300.0,300.0,300.0,-116.0,138.66666666666669,116.0,True,True
500,NVE-LITDE,Pankrác,43,Jih,True,2640,2655.0,4363.0,2655.0,15.0,99.43502824858757,-15.0,False,True
981,PRO-KOMDE,Prosek,54,Severovýchod,True,214,205.0,200.0,205.0,-9.0,104.39024390243902,9.0,True,True
850,OPA-LITLEP,Opatov,58,Jih,True,88,100.0,100.0,100.0,12.0,88.0,-12.0,False,False
361,ZAH-POEDIV,Záhřebská,65,Středozápad,True,333,195.0,281.0,195.0,-138.0,170.76923076923077,138.0,True,True
359,ZAH-SCIFI,Záhřebská,65,Středozápad,True,117,400.0,591.0,400.0,283.0,29.25,-283.0,False,False
543,SKA-LITDE,Skalka,70,Jihovýchod,True,2675,2022.0,2732.0,2022.0,-653.0,132.29475766567757,653.0,True,True
1039,MAL-CASDO,Malešice,61,Jihovýchod,False,70,105.0,105.0,,35.0,66.66666666666666,-35.0,False,False
961,OPA-AUDIO,Opatov,58,Jih,False,215,186.0,186.0,,-29.0,115.59139784946237,29.0,True,True
930,DEJ-AUDIO,Dejvice,38,Středozápad,False,321,140.0,140.0,,-181.0,229.28571428571428,181.0,True,True
241,NOV-DETCAS,Novodvorská,41,Jih,False,77,36.0,36.0,,-41.0,213.88888888888889,41.0,True,True
794,ZAH-DOPOR,Záhřebská,65,Středozápad,False,167,182.0,182.0,,15.0,91.75824175824175,-15.0,False,True
582,STO-HRAB,Stodůlky,84,Jihozápad,False,0,336.0,336.0,,336.0,0.0,-336.0,False,False
272,OPA-SKLAD,Opatov,58,Jih,False,25278,37330.0,37330.0,,12052.0,67.71497455129922,-12052.0,False,False
1279,KRC-KOMDO,Krč,60,Jih,False,269,360.0,360.0,,91.0,74.72222222222223,-91.0,False,False
135,HUDPRI,Ústřední knihovna,1,Ústřední knihovna,False,19232,1148.0,1148.0,,-18084.0,1675.2613240418118,18084.0,True,True
1027,SPO-DESK,Spořilov,45,Jih,False,5,0.0,0.0,,-5.0,,5.0,,
885,HOS-CASDE,Hostivař,21,Jihovýchod,False,13,3.0,3.0,,-10.0,433.3333333333333,10.0,True,True
883,SMI-MAPY,Smíchov,29,Jihozápad,False,248,61.0,61.0,,-187.0,406.55737704918033,187.0,True,True
869,LUZ-DOPORD,Lužiny,81,Jihozápad,False,604,731.0,731.0,,127.0,82.62653898768811,-127.0,False,False
452,VYS-HRAB,Vysočany,10,Severovýchod,False,5,324.0,324.0,,319.0,1.5432098765432098,-319.0,False,False
353,ZAH-CASDO,Záhřebská,65,Středozápad,False,93,21.0,21.0,,-72.0,442.8571428571429,72.0,True,True
1280,KRC-NAUDO,Krč,60,Jih,False,4340,5956.0,5956.0,,1616.0,72.86769644056413,-1616.0,False,False
833,BRU-D2TOP,Vzácné tisky - objednávka,97,,False,2916,,,,,,,,
1111,JEZ-VSMS,Jezerka,24,Jih,False,63,,,,,,,,
96,DIPULT,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
859,divirt,Ústřední knihovna,1,Ústřední knihovna,False,0,,,,,,,,
1207,SPO-PV,Vzdálený sklad Spořilov,45,Jih,False,13341,,,,,,,,
198,LE3-PRSK,(zrušeno) Letná-děti,39,Severovýchod,False,0,,,,,,,,
1171,SMI-SELF,Smíchov,29,Jihozápad,False,0,,,,,,,,
1261,STO-HRAB2,Stodůlky,84,Jihozápad,False,0,,,,,,,,
1238,PET-DOPML2,Petřiny,42,Středozápad,False,40,,,,,,,,
799,LE3-DOPOR,(zrušeno) Letná-děti,39,Severovýchod,False,0,,,,,,,,
129,INFOINTER,Ústřední knihovna,1,Ústřední knihovna,False,1,,,,,,,,
576,DEJ-POK,Dejvice,38,Středozápad,False,50,,,,,,,,
1295,DAB-KOMDE,Ládví,88,Severovýchod,False,45,,,,,,,,
93,DEPULT,Ústřední knihovna,1,Ústřední knihovna,False,44,,,,,,,,
530,manipul1,,,,False,0,,,,,,,,
1014,BB5-PULT,Krabice2,99,,False,0,,,,,,,,
1158,OST-SELF,Ostrčilovo nám.,4,Středozápad,False,0,,,,,,,,
572,SPO-PRSK,Spořilov,45,Jih,False,0,,,,,,,,
534,CHM-POK,Vozovna,66,Středozápad,False,22,,,,,,,,
1200,DAB-SELFDO,Ládví,88,Severovýchod,False,0,,,,,,,,
691,BBS-SKLAD,BibHostivař,99,,False,3034,,,,,,,,
757,RUS-DOPOR,Dům čtení,56,Jihovýchod,False,83,,,,,,,,
