lokace_id,datum,OCH,stav_fondu
1284,2025-09-30,,12.0
468,2025-09-30,,4.0
1069,2025-09-30,,109.0
352,2025-09-30,,2212.0
342,2025-09-30,,61.0
898,2025-09-30,,39.0
346,2025-09-30,,23.0
794,2025-09-30,,167.0
748,2025-09-30,,39.0
361,2025-09-30,,333.0
795,2025-09-30,,66.0
360,2025-09-30,,2606.0
345,2025-09-30,,13.0
359,2025-09-30,,117.0
355,2025-09-30,,351.0
353,2025-09-30,,93.0
1202,2025-09-30,,2.0
1203,2025-09-30,,2.0
899,2025-09-30,,125.0
351,2025-09-30,,2903.0
117,2025-09-30,,4079.0
116,2025-09-30,,3509.0
958,2025-09-30,,288.0
895,2025-09-30,,135.0
814,2025-09-30,,283.0
115,2025-09-30,,446.0
894,2025-09-30,,40.0
118,2025-09-30,,2285.0
122,2025-09-30,,237.0
816,2025-09-30,,387.0
112,2025-09-30,,38.0
121,2025-09-30,,45.0
815,2025-09-30,,205.0
119,2025-09-30,,11.0
120,2025-09-30,,156.0
124,2025-09-30,,42.0
812,2025-09-30,,332.0
289,2025-09-30,,410.0
1002,2025-09-30,,72.0
845,2025-09-30,,147.0
315,2025-09-30,,228.0
314,2025-09-30,,41.0
312,2025-09-30,,782.0
310,2025-09-30,,1209.0
736,2025-09-30,,33.0
317,2025-09-30,,13.0
307,2025-09-30,,4753.0
840,2025-09-30,,532.0
897,2025-09-30,,190.0
1003,2025-09-30,,563.0
316,2025-09-30,,154.0
896,2025-09-30,,166.0
804,2025-09-30,,91.0
311,2025-09-30,,3600.0
65,2025-09-30,,7636.0
66,2025-09-30,,14938.0
264,2025-09-30,,1.0
111,2025-09-30,,403.0
26,2025-09-30,,3140.0
170,2025-09-30,,5931.0
68,2025-09-30,,14329.0
1136,2025-09-30,,1064.0
1028,2025-09-30,,34.0
1030,2025-09-30,,3378.0
1,2025-09-30,,737.0
287,2025-09-30,,1.0
83,2025-09-30,,546.0
1135,2025-09-30,,184.0
1134,2025-09-30,,143.0
1247,2025-09-30,,46.0
1133,2025-09-30,,322.0
608,2025-09-30,,4926.0
93,2025-09-30,,44.0
319,2025-09-30,,3.0
25,2025-09-30,,17476.0
99,2025-09-30,,189.0
24,2025-09-30,,86.0
22,2025-09-30,,4922.0
23,2025-09-30,,3058.0
1031,2025-09-30,,1172.0
1089,2025-09-30,,11.0
983,2025-09-30,,571.0
1087,2025-09-30,,176.0
1088,2025-09-30,,62.0
3,2025-09-30,,7090.0
237,2025-09-30,,4.0
1022,2025-09-30,,402.0
979,2025-09-30,,507.0
1000,2025-09-30,,309.0
2,2025-09-30,,17336.0
63,2025-09-30,,11840.0
692,2025-09-30,,516.0
53,2025-09-30,,2383.0
67,2025-09-30,,57.0
62,2025-09-30,,51469.0
110,2025-09-30,,5.0
610,2025-09-30,,2299.0
978,2025-09-30,,1557.0
956,2025-09-30,,5070.0
107,2025-09-30,,18.0
980,2025-09-30,,3482.0
64,2025-09-30,,3265.0
54,2025-09-30,,76.0
1267,2025-09-30,,8.0
135,2025-09-30,,19232.0
134,2025-09-30,,26987.0
1129,2025-09-30,,36.0
81,2025-09-30,,1709.0
27,2025-09-30,,7161.0
166,2025-09-30,,1.0
977,2025-09-30,,449.0
975,2025-09-30,,3056.0
129,2025-09-30,,1.0
109,2025-09-30,,194.0
61,2025-09-30,,19719.0
609,2025-09-30,,6837.0
114,2025-09-30,,70.0
56,2025-09-30,,61009.0
92,2025-09-30,,603.0
57,2025-09-30,,18360.0
87,2025-09-30,,5475.0
59,2025-09-30,,2029.0
364,2025-09-30,,40.0
